prd_cd,prd_brnd_nm,prd_brnd_cd,prd_tp_cat_vl,prd_nm,item_index
007011000606,CEO 보떼,00701,스킨케어,랑팔라투르 유기농 비누 마르세유 벌트 600g,0
111070000566,헤라,11107,아이 & 넥,링클 코렉터,1
110640000210,프리메라,11064,립케어 & 립밤,내추럴 베리 립밤,2
000511000075,피카소,00051,브러쉬,브러쉬커버,3
005021000163,마이팩토리,00502,바디 & 헤어 소품,프린세스릴리 컬러 미니 머리끈 x10,4
111310100476,미쟝센,11131,샴푸,[3입] 아로마 에센셜 릴랙싱 샴푸 로터스&라벤더,5
111970000554,라네즈,11197,클렌징 폼,멀티 딥 클린 클렌저,6
765001000017,아윤채,76500,샴푸,스칼프 댄드럽프리 퓨리파잉 샴푸,7
007011000362,펜할리곤스,00701,향수,펜할리곤스 엘레니시아 EDP 100ML,8
110650000797,마몽드,11065,크림,블루 캐모마일 수딩 리페어 크림,9
220110000149,구딸파리,22011,여성향수,[P] 부아 드 아드리앙 EDP 50ml,10
002061000004,에뛰드하우스,00206,컬러,핫 스타일 포토 헤어 라이너,11
111771101383,이니스프리,11177,세트,[LTD] 비자 럭키박스+미키 파우치,12
111610100091,프레시팝,11161,샴푸,[세트] 두피진정 알로에&오트 샴푸/컨디셔너,13
111650000285,한율,11165,마스크 & 팩,달빛유자 얼려쓰는 수면팩,14
110650000640,마몽드,11065,립,[P] 체리블라썸 스키니 립펜슬,15
110650000788,마몽드,11065,스킨 & 토너,로즈워터 토너 리필팩 기획세트,16
002071000007,부르조아,00207,아이브로우,수르실 프레씨지옹 (아이브로우 펜슬),17
002061000038,에뛰드하우스,00206,네일 리무버,네일 리무버 일반손톱용 (엑스트라 스트롱),18
111170100290,설화수,11117,세트,탄력에센셜3종 기획(쇼핑백 포함),19
002011000051,스틸라,00201,아이섀도우,[AP 특별구성] 아이즈 아 더 윈도우 섀도우 팔레트&리퀴드 아이섀도우 세트,20
220220000115,리리코스 마린에너지,22022,앰플,슬리핑 리셋™ 앰플,21
110650000062,마몽드,11065,메이크업 리무버,트리플 멀티 클렌징 크림,22
002061000407,에뛰드하우스,00206,아이섀도우,플레이 컬러 아이즈 베이크 하우스,23
005021000018,마이팩토리,00502,바디 & 헤어 소품,엘리트스파 로즈파우더 곤약 스펀지,24
111130000528,아이오페,11113,파우더,퍼펙트 커버 트윈팩트,25
000511000276,피카소,00051,브러쉬,윤기창조 FB17 + 에어퍼프 프리미엄 프로,26
111650100172,한율,11165,아이 & 넥,극진 아이크림 기획세트,27
111970000372,라네즈,11197,BB & CC크림,비비 쿠션_포어 컨트롤,28
001131000025,샬랑드파리,00113,쿠션,쿠션 드 알바로사,29
111771001153,이니스프리,11177,크림,유채꿀 핸드 버터 50ml,30
180020000057,데싱디바,18002,네일아트 & 스티커,데싱디바 매직젤스트립 퍼플하트팝 DGST55,31
111380000074,아모레퍼시픽,11138,로션 & 에멀젼,타임 레스폰스 스킨 리저브 플루이드,32
008011000041,생활도감,00801,칫솔,[생활도감] 칫솔1+1(5종택1)+치약(쿨민트)1+1+구강스프레이 택1,33
001071000007,BCL,00107,"",사보리노 굿 나이트 시트 마스크 모이스처 리치 28매입 (한정판),34
007021000027,프라다퍼퓸,00702,여성향수,레스 인퓨젼 디 프라다 미모사 EDP 100ML,35
110650000502,마몽드,11065,에센스 & 세럼,인리치드 뉴트리 오일 세럼,36
001051000007,해서린,00105,클렌징 티슈,원킬 립앤아이 리무버 패드 70매입,37
310050000139,메디안,31005,구강,[P] 시크릿쥬쥬 치약 칫솔 양치컵 기획,38
002091000031,캔메이크,00209,아이섀도우,퍼펙트 스타일리스트 아이즈 1+1,39
008011000001,생활도감,00801,치약,치약 쿨민트향,40
003021000111,아로마티카,00302,에센스 & 세럼,바이탈라이징 로즈마리 컨센트레이티드 에센스 100ml,41
111170000543,설화수,11117,립케어 & 립밤,[SS 컬렉션] 에센셜 립세럼 스틱,42
111290100603,해피바스,11129,바디워시,[2입] 오떼르말 스파클링 바디워시,43
220220000110,리리코스 마린에너지,22022,마스크 & 팩,이지 마스크,44
002081000033,릴리바이레드,00208,아이섀도우,무드치트킷 섀도우 팔레트 + 로맨틱 라이어 무스 틴트 세트,45
111310000360,미쟝센,11131,트리트먼트 & 팩,[특가] 슈퍼 보태니컬 리페어&릴렉싱 트리트먼트,46
003021000096,아로마티카,00302,바디워시,[리필]에너진저 핸드워시 300ml [진저 & 그레이프프룻],47
111650100183,한율,11165,크림,서리태 새결크림 기획세트,48
008011000014,생활도감,00801,세탁세제,세탁조 클리너,49
111770001231,이니스프리,11177,키트 & 팔레트,[P] 마이팔레트 X 키티버니포니 [Small],50
003021000070,아로마티카,00302,에센스 & 세럼,라이블리 슈퍼브라이트™ 비타 세럼,51
180020000052,데싱디바,18002,네일아트 & 스티커,데싱디바 매직프레스 쁘띠 상어가족 MPKD28,52
000511000105,피카소,00051,눈(Eye) 전용,209 아이섀도우,53
002011000025,스틸라,00201,아이섀도우,매트 앤 메탈 아이섀도우 팔레트,54
002011000032,스틸라,00201,파우더,인 더 버프 파우더 스프레이(스프레이 파우더),55
001111000006,보비니,00111,스킨/바디케어,베이비 리피드 네피 크림 위드 징크,56
007011000354,CEO 보떼,00701,스킨케어,랑팔라투르 유기농 샴푸 클레이-버베나 1L(바이오 샴푸잉두쉬),57
000511000232,피카소,00051,브러쉬,802 쉐이딩,58
002061000484,에뛰드하우스,00206,앰플,리얼 프로폴리스 앰플,59
002071100021,부르조아,00207,프라이머 & 베이스,헬씨 믹스 파운데이션+블러링 프라이머 세트,60
220220000140,리리코스 마린에너지,22022,"",아쿠아 랩핑 마스크,61
111310000364,미쟝센,11131,트리트먼트 & 팩,[1입] 리본드 트리트먼트,62
110030000001,라보에이치,11003,샴푸,탈모증상완화 샴푸 두피강화,63
111270000033,일리윤,11127,바디오일 & 미스트,프레쉬 모이스춰 바디로션,64
111290000510,해피바스,11129,클렌징 폼,화이트 클레이 모공 클렌징폼,65
111771001028,이니스프리,11177,크림,제주 용암해수 이펙터 (5종 택1),66
111070000630,헤라,11107,쿠션,UV 미스트 쿠션 울트라 모이스처,67
111290000014,해피바스,11129,샤워코롱,로맨틱 무스크 샤워코롱,68
110650000504,마몽드,11065,크림,인리치드 뉴트리 크림,69
002061000137,에뛰드하우스,00206,아이섀도우,플레이 컬러 아이즈 피치팜,70
111130000389,아이오페,11113,스킨 & 토너,라이브 리프트 에멀젼 인텐시브,71
765001000015,아윤채,76500,샴푸,스칼프 리밸런싱 샴푸액 모이스트,72
111850000033,큐브미,11185,슬리밍,블럭 큐브 8주,73
001131000023,샬랑드파리,00113,에센스 & 세럼,앰플 드 스텔라,74
111130000343,아이오페,11113,클렌져,맨 퍼펙트 클린 올인원 클렌저,75
111380000210,아모레퍼시픽,11138,스펀지&퍼프,타임 레스폰스 쿠션 퍼프,76
111270000178,일리윤,11127,립케어 & 립밤,[P] 오일스무딩 립밤,77
004011000006,로마샴푸,00401,린스 & 컨디셔너,데일리 컨디셔너,78
002061000345,에뛰드하우스,00206,트리트먼트 & 팩,리페어 마이 헤어 물미역 워터 트리트먼트,79
000241000002,프로에잇청담,00024,아이라이너,[프로에잇청담] 리퀴드 디파인 라이너 + 401mini,80
111970000703,라네즈,11197,스킨 & 로션,옴므 오일 컨트롤 올인원,81
007011000360,펜할리곤스,00701,향수,펜할리곤스 오렌지 블라썸 EDT 100ML,82
007011000583,CEO 보떼,00701,스킨케어,랑팔라투르 액체비누 사봉리퀴드 그레이프프롯  1L,83
111970000874,라네즈,11197,스킨 & 토너,[P][특별판매] 크림 스킨 150ml,84
000511000201,피카소,00051,눈(Eye) 전용,403 [리필 3ea 추가증정] 아이섀도우_팁,85
170020000002,블랭크,17002,립스틱,블랭크 립스틱,86
000521000024,피카소 꼴레지오니,00052,브러쉬,17종 전품목 세트,87
111771000712,이니스프리,11177,마스카라,스키니 짱짱카라,88
002061000559,에뛰드하우스,00206,세트,THE COLLAGEN BOX,89
111771001009,이니스프리,11177,립스틱,비비드 코튼 잉크,90
111970000288,라네즈,11197,선케어,워터리 선 크림 SPF50+ PA++++,91
111771000922,이니스프리,11177,클렌징 폼,19′ 비자 트러블 훼이셜 폼,92
111070000628,헤라,11107,여성향수,터치 오브 헤라 롤러볼 [익셉셔널 오 드 퍼퓸],93
111610100071,프레시팝,11161,샴푸,비듬케어 만다린&유자 샴푸 2입,94
110640000252,프리메라,11064,샴푸,블랙씨드 스칼프 릴리프 샴푸,95
111130000421,아이오페,11113,쿠션,퍼펙트 커버 쿠션 ,96
002011100065,스틸라,00201,아이섀도우,더 하이스트 글리터&글로우 리퀴드 아이섀도우 세트,97
003031000021,오드리리프스,00303,치약,베어드 네추럴키즈 3입기획,98
111310100648,미쟝센,11131,샴푸,[세트] 모이스처&리프레시 샴푸+트리트먼트,99
005021000179,마이팩토리,00502,구강,티시리즈 가글정 민트,100
002151000015,맥스팩터,00215,아이브로우,브로우 컨투어링 키트,101
111130000216,아이오페,11113,아이브로우,아이브로우 오토 펜슬,102
111310100588,미쟝센,11131,컬러,[2입] 헬로버블 6N 초코브라운,103
002061000065,에뛰드하우스,00206,아이섀도우,미러 홀릭 리퀴드 아이즈,104
111290100641,해피바스,11129,바디워시,[2입] 내추럴 씨드오리진 깨끗한 당근 바디워시,105
002061000153,에뛰드하우스,00206,컬러,핫 스타일 살롱크림 헤어 컬러링,106
111070000621,헤라,11107,마스크 & 팩,[5월이벤트] 아쿠아 리차징 슬리핑 마스크,107
111771001169,이니스프리,11177,클렌징 폼,애플씨드 딥 클렌징 폼 150ml,108
177770000001,비레디,17777,파운데이션,레벨업 파운데이션 포 히어로즈 SPF50+ PA++++,109
007011000395,CEO 보떼,00701,향수,베네통 에임하이 EDT 30ML,110
111070000229,헤라,11107,파운데이션,HD 퍼펙트 파운데이션,111
111070000597,헤라,11107,아이섀도우,섀도 듀오,112
111290000485,해피바스,11129,바디워시,크리미 밀크 바디워시,113
611121000390,에스쁘아,61112,마스카라,노머징 워터프루프 마스카라 XP,114
170070000001,이지피지,17007,필링 & 스크럽,비퓨어 토너패드,115
111771001521,이니스프리,11177,크림,제주왕벚꽃 톤업크림 50mL+듀얼파우치+더블 키트,116
111970000489,라네즈,11197,크림,화이트 듀 톤업 크림,117
111410100320,려,11141,샴푸,[2입] 자양윤모 탈모증상케어 지성 두피용 샴푸,118
003021000078,아로마티카,00302,헤어,샴푸+트리트먼트+토닉+샴푸브러쉬 기획세트 (+사은품),119
110650000587,마몽드,11065,립틴트,하이라이트 립 틴트 매트,120
003021000106,아로마티카,00302,바디모이스처라이저,95% 유기농 알로에 베라 젤 50ml,121
111830000017,스테디,11183,마스크 & 팩,패브릭 마스크 클린웨어 에어거즈 [1매],122
002111000013,PUPA(뿌빠),00211,아이라이너,멀티플레이 아이 펜슬,123
002051000006,세잔느,00205,아이섀도우,[세잔느] 투 컬러 아이섀도우,124
611121000118,에스쁘아,61112,마스카라,노머징 마스카라 워터프루프,125
611121000059,에스쁘아,61112,립틴트,노웨어 립 타퍼,126
111070000361,헤라,11107,아이라이너,클리어 리퀴드 아이라이너,127
111771001043,이니스프리,11177,탑 & 베이스코트,그린 네일 6mL [베이스&탑코트],128
220010000303,리리코스,22001,립스틱,[P] 마린 루즈 온 립스틱 3.45g,129
007051000053,프라고나르퍼퓸,00705,향수,프라고나르 룸 프레그런스 디퓨져 에피스 쇼콜라 200ML,130
611121000307,에스쁘아,61112,아이브로우,심플리 브로우 톤 카라,131
111290100573,해피바스,11129,바디모이스처라이저,[2입] 로즈 데일리 모이스춰 오일 인 로션,132
002061000240,에뛰드하우스,00206,바디워시,쁘띠비쥬 코튼스노우 바디워시 300ml,133
002061000539,에뛰드하우스,00206,스킨 & 토너,AC 클린업 티트리 토너,134
007011000179,CEO 보떼,00701,바디워시,파코라반 인빅터스 애프터셰이브 밤 100ML + 파코라반 인빅터스 샤워젤 100ML 세트,135
111970000867,라네즈,11197,선케어,프레시 카밍 선에센스 SPF50+/PA++++,136
110910100150,베리떼,11091,세트,[P] 고민케어 굿바이 스트레스 핑크팟 크림 기획세트 50ml,137
111070000513,헤라,11107,쿠션,블랙 쿠션 SPF34/PA++,138
111970000598,라네즈,11197,립틴트,타투 립 틴트,139
111650000374,한율,11165,마스크 & 팩,[리미티드] 달빛햇유자 수면팩,140
111070000897,헤라,11107,립스틱,[P] 센슈얼 아쿠아 립스틱 295호 에너제틱 그레이프 프룻,141
005021000133,마이팩토리,00502,네일아트 & 스티커,디어마이네일 심쿵튤립,142
111970000775,라네즈,11197,클렌징 오일,크림 스킨 밀크 오일 클렌저,143
111130000526,아이오페,11113,프라이머 & 베이스,퍼펙트 커버 베이스,144
220220000151,리리코스 마린에너지,22022,마스크 & 팩,[P] 이지 마스크 30매 280ml,145
220010000291,리리코스,22001,쿠션,[P] [리필] 마린 UV 워터 쿠션 17호 EX 롱래스팅 SPF50+PA+++ 15g,146
002081000049,릴리바이레드,00208,쿠션,코튼 블러 쿠션 에스더버니 에디션 1+1,147
111771101437,이니스프리,11177,에센스 & 세럼,퍼펙트9 리페어 세럼 헤리티지 세트,148
111310000335,미쟝센,11131,샴푸,퍼펙트세럼 슈퍼리치 샴푸,149
111070000500,헤라,11107,여성향수,로제 휘기에 오 드 뚜왈렛,150
005021000086,마이팩토리,00502,스펀지&퍼프,뷰티인디에어 미니 에그 스펀지,151
111130000238,아이오페,11113,썬 & BB크림,맨 UV쉴드 선 프로텍터 EX SPF50+PA++++,152
000511000157,피카소,00051,눈(Eye) 전용,722 _ 일자 아이섀도우,153
111970100750,라네즈,11197,세트,워터뱅크 모이스춰 크림 EX 기획세트,154
111380000141,아모레퍼시픽,11138,에센스 & 세럼,컨투어 리프트 스킨 디파이닝 세럼,155
002011000060,스틸라,00201,파운데이션,하이드&시크 플루이드 파운데이션,156
005031000045,라 리베라,00503,바디워시,마더니아 순한 샤워오일 210ml,157
002071000048,부르조아,00207,마스카라,아이 캐칭 아이 오프닝 볼륨 마스카라,158
000521000029,피카소 꼴레지오니,00052,스킨 & 메이크업소품,[피카소꼴레지오니] 브러쉬 커버,159
180040000013,머지,18004,마스카라,더 퍼스트 볼륨 펌 마스카라,160
111290000507,해피바스,11129,클렌징 폼,솝베리 클렌징폼 2종,161
111771001113,이니스프리,11177,선케어,[P] 데일리UV스틱칼라민톤업 SPF50,162
002071000025,부르조아,00207,블러셔,듀오 블러셔,163
110650000576,마몽드,11065,스킨 & 토너,로즈워터 토너 패드,164
111310100644,미쟝센,11131,샴푸,[세트] 리페어&릴렉싱 샴푸+트리트먼트,165
111610000006,프레시팝,11161,샴푸,영양케어 아몬드&그래놀라 샴푸,166
111380000221,아모레퍼시픽,11138,세트,보태니컬 에센셜 세트,167
111650000216,한율,11165,에센스 & 세럼,흰감국 광채 세럼,168
002061000049,에뛰드하우스,00206,아이브로우,드로잉 아이 브라우 NEW -1호 흑갈색,169
002061000080,에뛰드하우스,00206,립틴트,샤인 시크 립라커,170
111660000005,순플러스,11166,에센스 & 세럼,하이 액티브 잡티 세럼,171
005021000144,마이팩토리,00502,네일아트 & 스티커,디어마이네일 엘레강스골드,172
111290100640,해피바스,11129,바디워시,[2입] 내추럴 씨드오리진 건강한 루바브 바디워시,173
111610000037,프레시팝,11161,린스 & 컨디셔너,두피 리프레싱 슈퍼 유칼립투스 컨디셔너,174
111771000913,이니스프리,11177,스킨케어,19′ 자연발효 에너지 오일,175
008011000049,생활도감,00801,치약,[생활도감] 칫솔1(5종택1)+치약1(쿨민트)+구강스프레이(마일드),176
220220000084,리리코스 마린에너지,22022,에센스 & 세럼,딥 씨 워터폴 앰플,177
111771001150,이니스프리,11177,크림,동백 핸드 앤 큐티클 밤 50ml,178
005041000003,메디힐리,00504,건강/위생용품,아이온팩,179
111970000331,라네즈,11197,파운데이션,스킨베일 커버 파운데이션 SPF25/PA++,180
177770000039,비레디,17777,소품 & 도구,무드 업 듀얼 아이 섀도우 브러쉬 포 히어로즈,181
007011000435,CEO 보떼,00701,향수,4711. 오리지날 오 드 콜로뉴 90ML  (기프트박스 + 4711 쇼핑백 증정),182
111771000896,이니스프리,11177,로션 & 에멀젼,19′ 올리브 리얼 스킨케어 Ex. 2종세트,183
111970000507,라네즈,11197,아이 & 넥,아이 슬리핑 마스크 EX,184
001071000014,BCL,00107,아이브로우,브로우래쉬EX 워터스트롱W 아이브로우 젤펜슬&파우더,185
007011000349,CEO 보떼,00701,스킨케어,랑팔라투르 맘앤베이비 유기농 베이비 클렌저 100ML,186
005021000081,마이팩토리,00502,소품 & 도구,엘리트모델스 더블 핸디드 트위저,187
111290100430,해피바스,11129,비누,라벤더/후리지아 10입,188
111270100261,일리윤,11127,크림,[2입] 오일스무딩 크림,189
005031000015,라 리베라,00503,스킨/바디케어,[자연주의베블] 베블 페이셜 크림(50ml),190
005031000024,라 리베라,00503,스킨/바디케어,[자연주의베블] 베블 탑투토우워시2개입 (딸기1+바나나1),191
000511000093,피카소,00051,얼굴(Face) 전용,202 노즈쉐이딩,192
220010000263,리리코스,22001,앰플,마린 콜라겐 V 앰플 리미티드,193
111310100647,미쟝센,11131,샴푸,[세트] 모이스쳐&리프레시 샴푸+컨디셔너,194
007011000536,CEO 보떼,00701,향수,벤츠 우먼 EDT 90ML,195
319980000065,"",31998,생활용품,[P] (BOX) AP 선물세트 종합 5호 (5입),196
110650000751,마몽드,11065,립,립 브라우니 시리즈,197
111771000936,이니스프리,11177,파우더,19′ 포어 블러 파우더 11g,198
002081000006,릴리바이레드,00208,아이라이너,스태리아이즈 슬림 아이라이너,199
111270100107,일리윤,11127,마스크 & 팩,텐셀 마스크 [석류/편백],200
002081000011,릴리바이레드,00208,하이라이터,러브빔 글로우,201
110650000524,마몽드,11065,크림,로즈워터 젤 크림,202
110650000678,마몽드,11065,크림,세라마이드 인텐스 크림_튜브,203
611121000091,에스쁘아,61112,프라이머 & 베이스,스킨 스무딩 글로우라이저,204
007061000002,바디홀릭,00706,남녀공용,바디미스트(라임),205
111070100943,헤라,11107,립케어 & 립밤,20SS 컬렉션 스파이시 누드밤 [코랄] + 피브레노 파우치 [카라멜],206
611121000337,에스쁘아,61112,립스틱,[P] 립스틱 노웨어 스파클,207
002061000478,에뛰드하우스,00206,클렌징 오일,리얼아트 클렌징 3종 세트,208
111070100894,헤라,11107,에센스 & 세럼,[리필] 헤라 유스 액티베이팅 셀 세럼,209
110030000004,라보에이치,11003,트리트먼트 & 팩,탈모증상완화 트리트먼트 두피강화,210
220220000010,리리코스 마린에너지,22022,크림,하이드레이팅 펄스 오일 프리 크림,211
001131000035,샬랑드파리,00113,쿠션,쿠션 드 아쿠아,212
111290100584,해피바스,11129,바디모이스처라이저,[세트] 그린릴리프 데일리 바디로션+고보습 핸드크림,213
005021000004,마이팩토리,00502,바디,엘리트스파 코튼 스펀지,214
111771001515,이니스프리,11177,미스트,제주 왕벚꽃 미스트 120mL,215
003021000037,아로마티카,00302,린스 & 컨디셔너,레몬그라스 볼륨케어 컨디셔너 400ml,216
220110000144,구딸파리,22011,여성향수,[선물포장] 로즈폼퐁 EDP,217
005021000090,마이팩토리,00502,브러쉬 세트,뷰티인디에어 여행용 브러시 3종,218
111610000009,프레시팝,11161,트리트먼트 & 팩,모발 수분생기 베리 트리트먼트,219
111310100579,미쟝센,11131,에센스 & 세럼 & 오일,[세트] 샤인 아우라+퍼펙트 오리지널 세럼,220
111170000178,설화수,11117,파우더,[NEW] 실란 콤팩트,221
000511000176,피카소,00051,눈(Eye) 전용,705 아이섀도우,222
111650000386,한율,11165,세트,백화고 기미단 크림 기획세트,223
310050000097,메디안,31005,치약,[3입세트] 치석케어 오리지널/구취/화이트/잇몸,224
111290000417,해피바스,11129,클렌징 폼,마이크로 미셀라 딥클렌징폼,225
111270100247,일리윤,11127,세트,[특별구성] 생활용품 클렌징 세트,226
111650000176,한율,11165,선케어,순수 무기자차 선크림 SPF50+/PA++++,227
111070000381,헤라,11107,컨실러,아이 브라이트너 SPF35/PA++,228
111310000196,미쟝센,11131,린스 & 컨디셔너,퍼펙트세럼 오리지널 컨디셔너,229
001091000032,미팩토리,00109,"",[미팩토리]황금돼지코팩,230
111130000628,아이오페,11113,쿠션,[P] [리필] 에어쿠션® 21C 쿨 바닐라 15g,231
111130000529,아이오페,11113,파우더,[리필] 퍼펙트 커버 트윈팩트,232
111070100915,헤라,11107,키트 & 팔레트,20SS 컬렉션 멀티팔레트 + 피브레노 파우치 [코랄],233
111410100339,려,11141,샴푸,[세트] 흑운 모근영양 샴푸/컨디셔너,234
000511000229,피카소,00051,스펀지&퍼프,[피카소] 파우더 퍼프 아우라19,235
007031000017,에트로퍼퓸,00703,여성향수,에트로 맨로즈 EDP 100ML,236
180031000002,디어. 클레어스,18003,스킨 & 토너,서플프레퍼레이션 언센티드 토너,237
111650000297,한율,11165,"",달빛유자 오일 시트마스크 10매,238
007011000565,CEO 보떼,00701,향수,랑팔라투르 맘앤베이비 유기농 샤워젤 250ml + 바디스크럽 250ml,239
111270100259,일리윤,11127,립케어 & 립밤,[2입] 오일스무딩 립밤,240
002081000052,릴리바이레드,00208,아이섀도우,글리터존 포그 + 크래쉬,241
002061000362,에뛰드하우스,00206,아이섀도우,플레이 컬러 아이 팔레트 -로즈 밤,242
000241000018,프로에잇청담,00024,아이브로우,[프로에잇청담] 클래식 하드 브로우 펜슬 + 피카소 402 스크류 브러쉬,243
220110000019,구딸파리,22011,여성향수,로즈 폼퐁 EDT,244
007061000026,바디홀릭,00706,스페셜 케어,바디홀릭 다우트리스바디미스트 1+1,245
000511000148,피카소,00051,얼굴(Face) 전용,백만명의 선택 FB15 파운데이션,246
766000000006,"",76600,샴푸,[P] 센시더마 샴푸 500g,247
111771000766,이니스프리,11177,선케어,인텐시브 레져 선스크린 스틱,248
111070000859,헤라,11107,쿠션,[P] [면세전용] 홀리데이 콜라보 블랙쿠션 21호 듀오 30g*2,249
111170000548,설화수,11117,세트,[P][특별판매][면세전용] 설린 3종세트,250
002081000022,릴리바이레드,00208,아이라이너,스태리아이즈 젤 아이라이너 기획세트,251
110640000057,프리메라,11064,메이크업 리무버,모이스처 클렌징 티슈,252
110640000414,프리메라,11064,"",[P][면세전용] 베이비 페이셜 워시 듀오 세트,253
611121000404,에스쁘아,61112,선케어,워터 스플래쉬 선크림 프레쉬 SPF50+PA++++,254
220220000020,리리코스 마린에너지,22022,클렌징 폼,페이셜 이레이저 클렌징 폼,255
111170000292,설화수,11117,아이 & 넥,진설아이크림,256
001101000009,센텔리안24,00110,마스크 & 팩,마스크3 브라이트닝 포뮬러(미백),257
220010000278,리리코스,22001,크림,[P] 마린 리쥬브네이팅 퍼먼트 크림 50ml 기획,258
111170000142,설화수,11117,BB & CC크림,CC유액 SPF34/PA++,259
111170000180,설화수,11117,클렌징 폼,진설클렌징폼,260
002061000254,에뛰드하우스,00206,아이라이너,스타일링 아이라이너 AD,261
007011000346,CEO 보떼,00701,스킨케어,랑팔라투르 맘앤베이비 유기농 여성청결제 100ML,262
000511000266,피카소,00051,눈(Eye) 전용,302C 아이섀도우,263
003021000101,아로마티카,00302,바디워시,디스트레스 펫 샴푸 제라늄 버본 300ml,264
111771000649,이니스프리,11177,로션 & 에멀젼,제주 왕벚꽃 로션,265
000511000149,피카소,00051,치크(Cheek) 전용,멀티퍼펙트 컨투어 01,266
180020000055,데싱디바,18002,네일아트 & 스티커,데싱디바 매직젤스트립 그린리버쇼 DGST52,267
000511000251,피카소,00051,속눈썹,[피카소] 아이미 속눈썹 4종 10개 세트,268
111070000858,헤라,11107,페이스 오일,[P] 뷰티 부스팅 페이셜 오일 30ml,269
310050100165,메디안,31005,치약,치석치약 오리지널 3입+잇몸 3입,270
007011000525,CEO 보떼,00701,향수,4711. 인텐스 써니 씨사이드 오브 잔지바르 170ML(+샘플바이얼.쇼핑백),271
005021000034,마이팩토리,00502,소품 & 도구,엘리트모델스 큐티클 트리머 앤 푸셔,272
005031000019,라 리베라,00503,스킨/바디케어,[자연주의베블] 베블 샴푸&샤워젤(바나나) 올인원 바스앤샴푸,273
005021000126,마이팩토리,00502,바디 & 헤어 소품,엘리트스파 플라스틱 배쓰 브러시,274
111970000363,라네즈,11197,아이 & 넥,워터뱅크 아이젤 EX,275
111650000195,한율,11165,립케어 & 립밤,자연을 닮은 립밤,276
110650000490,마몽드,11065,파우더,코튼 베일 파우더 팩트,277
001051000005,해서린,00105,클렌징 오일,굿나잇 딥 클렌징 오일 워터 (밤하늘클렌징) 300ml,278
110770000102,바이탈뷰티,11077,영양보충,자음보액(60EA),279
110640000257,프리메라,11064,클렌징 폼,수딩 센서티브 젤 클렌저,280
110640000235,프리메라,11064,마스크 & 팩,워터리 오버나이트 마스크,281
000511000079,피카소,00051,스킨 & 메이크업소품,아이래쉬 컬러 실리콘 리필 패드 4ea,282
111650000342,한율,11165,스킨 & 토너,채움 탄력 스킨,283
002091000001,캔메이크,00209,아이섀도우,퍼펙트 멀티 아이즈 (섀도우 팔레트) 3.3g,284
611121000389,에스쁘아,61112,립스틱,[미니거울+선크림증정]노웨어 젠틀 매트 #레드 밋츠 옐로우,285
611121000269,에스쁘아,61112,아이섀도우,[P] 아이섀도우 익스클루시브,286
003021000049,아로마티카,00302,바디워시,퓨어 앤 소프트 여성청결제 170ml,287
002061000470,에뛰드하우스,00206,립스틱,(루돌프)베러 립스-톡,288
008011000006,생활도감,00801,칫솔,칫솔(남색),289
001041000008,센카,00104,클렌징 폼,퍼펙트 휩 페이셜 워시,290
001081000043,라포티셀,00108,"",에어리 핏 썬 스틱,291
005021000125,마이팩토리,00502,소품 & 도구,엘리트스파 페이스 곤약 스펀지,292
001041000015,센카,00104,클렌징 폼,퍼펙트 휩 프레시,293
001051000023,해서린,00105,스킨 & 토너,부스트 앰플 아침 토너 150ml+ 하이드레이팅 아침 로션 200ml,294
111290100605,해피바스,11129,바디워시,[세트] 오떼르말 바디워시+스크럽워시,295
005021000087,마이팩토리,00502,스펀지&퍼프,뷰티인디에어 에그 스펀지,296
111770001232,이니스프리,11177,키트 & 팔레트,[P] 마이팔레트 X 키티버니포니 [Medium],297
007011000238,CEO 보떼,00701,여성향수,토카 릴리아나 EDP 20ML,298
000511000103,피카소,00051,눈(Eye) 전용,208 아이섀도우,299
005031000055,라 리베라,00503,비누,[자연주의베블] 베블 크림비누(75g) 1+1,300
111771001145,이니스프리,11177,프라이머 & 베이스,노세범 세팅 스프레이,301
111130100708,아이오페,11113,쿠션,[P] 퍼펙트 커버 쿠션 21호 기획세트,302
110650000449,마몽드,11065,미스트,플로랄 하이드로 미스트,303
002091000004,캔메이크,00209,블러셔,매트 플로어 치크 6.3g,304
111410000309,려,11141,스타일링,[P] 헤어쿠션 (자연갈색 5.0),305
111310000336,미쟝센,11131,린스 & 컨디셔너,퍼펙트세럼 슈퍼리치 컨디셔너,306
110650000779,마몽드,11065,립스틱,[P] 트루컬러 립스틱 3.7g 18호 핫 레드,307
111610000014,프레시팝,11161,린스 & 컨디셔너,두피진정 알로에&오트 컨디셔너,308
002011000012,스틸라,00201,아이라이너,SAD 리퀴드 아이라이너,309
002061000552,에뛰드하우스,00206,용기,마이뷰티툴 섀도우 공용기 12구 NEW,310
005021000101,마이팩토리,00502,바디 & 헤어 소품,뷰티인디에어 스프링 고무줄 4p,311
001131000029,샬랑드파리,00113,크림,끄렘 드 아쿠아,312
002061000039,에뛰드하우스,00206,네일 리무버,네일 리무버 일반손톱용 (마일드),313
005021000148,마이팩토리,00502,네일아트 & 스티커,디어마이네일 윈터체크,314
002151000018,맥스팩터,00215,아이라이너,콜 펜슬,315
007041000030,CEO 보떼,00704,여성향수,발렌티노 발렌티나 EDP 핑크 80ML,316
001051000015,해서린,00105,"",3 STEP 티트리 코팩 키트 6매입,317
