"prd_cd","tg_prd_cd_cd","prd_nm","prd_cd_cd","prd_brnd_nm","prd_brnd_nm_cd","tg_prd_brnd_nm_cd","apmall_cate_lev1","apmall_cate_lev1_nm","apmall_cate_lev1_cd","tg_apmall_cate_lev1_cd","apmall_cate_lev2","apmall_cate_lev2_nm","apmall_cate_lev2_cd","tg_apmall_cate_lev2_cd","apmall_cate_lev3","apmall_cate_lev3_nm","apmall_cate_lev3_cd","tg_apmall_cate_lev3_cd","brand_sn","brand_name","brand_sn_cd","tg_brand_sn_cd","set_yn","set_yn_cd","tg_set_yn_cd","brnd_grp_nm","brnd_grp_nm_cd","tg_brnd_grp_nm_cd","brnd_dtl_cd","brnd_dtl_nm","brnd_dtl_cd_cd","tg_brnd_dtl_cd_cd","prd_mkt_cat_cd","prd_mkt_cat_nm","prd_mkt_cat_cd_cd","tg_prd_mkt_cat_cd_cd","prd_mkt_lcat_cd","prd_mkt_lcat_nm","prd_mkt_lcat_cd_cd","tg_prd_mkt_lcat_cd_cd","prd_use_cd","prd_use_cd_cd","tg_prd_use_cd_cd","prd_scat_cd","prd_scat_nm","prd_scat_cd_cd","tg_prd_scat_cd_cd","prd_mcat_cd","prd_mcat_nm","prd_mcat_cd_cd","tg_prd_mcat_cd_cd","prd_lcat_cd","prd_lcat_nm","prd_lcat_cd_cd","tg_prd_lcat_cd_cd","main_func_cd","main_func_nm","main_func_cd_cd","tg_main_func_cd_cd","user_tp_cd","user_tp_cd_nm","user_tp_cd_cd","tg_user_tp_cd_cd","prd_grd_cd","prd_grd_cd_cd","tg_prd_grd_cd_cd"
"004011000012","173","너리싱 샴푸","173","로마샴푸","16","16","CTG004","생활용품","3","3","CTG004002","헤어","15","15","CTG004002001","샴푸","57","57","74","로마샴푸","48","48","N","0","0",,"5","5",,,"53","53",,,"24","24",,,"3","3",,"2","2",,,"59","59",,,"11","11",,,"3","3",,,"67","67",,,"5","5",,"15","15"
"110650000797","346","블루 캐모마일 수딩 리페어 크림 (자/튜브)","346","마몽드","21","21","CTG001","스킨케어","0","0","CTG001002","모이스처라이징","2","2","CTG001002004","크림","11","11","11","마몽드","2","2","N","0","0","프리미엄","4","4","11065","마몽드","5","5","S1","수분/보습(스킨케어)","8","8","S","스킨케어","2","2","01","1","1","AAD","크림","3","3","AA","스킨케어","0","0","A","Beauty","0","0","AA08","스킨케어 _수분/보습","7","7","1","공용","1","1","A02","3","3"
"111170000097","481","윤조에센스","481","설화수","39","39","CTG001","스킨케어","0","0","CTG001002","모이스처라이징","2","2","CTG001002003","에센스 & 세럼","10","10","18","설화수","7","7","N","0","0","럭셔리","3","3","11117","설화수","12","12","S2","안티에이징(스킨케어)","9","9","S","스킨케어","2","2","01","1","1","AAC","에센스","2","2","AA","스킨케어","0","0","A","Beauty","0","0","AA02","스킨케어 _안티에이징_피부탄력. 재생","2","2","2","여성용","2","2","A02","3","3"
"001051000004","32","모닝 부스트 앰플 토너 (아침토너) 300ml","32","해서린","76","76","CTG001","스킨케어","0","0","CTG001002","모이스처라이징","2","2","CTG001002001","스킨 & 토너","8","8","68","해서린","45","45","N","0","0",,"5","5",,,"53","53",,,"24","24",,,"3","3",,"2","2",,,"59","59",,,"11","11",,,"3","3",,,"67","67",,,"5","5",,"15","15"
"110640000252","281","블랙씨드 스칼프 릴리프 샴푸","281","프리메라","70","70","CTG004","생활용품","3","3","CTG004002","헤어","15","15","CTG004002001","샴푸","57","57","10","프리메라","1","1","N","0","0","럭셔리","3","3","11064","프리메라","4","4","Z1","헤어(비화장품)","16","16","H","HBD외","0","0","01","1","1","ACD","세정","31","31","AC","헤어","2","2","A","Beauty","0","0","DA02","헤어_두피케어","40","40","1","공용","1","1","R13","6","6"
"111170000546","521","[SS 컬렉션] 설린에센스","521","설화수","39","39","CTG001","스킨케어","0","0","CTG001002","모이스처라이징","2","2","CTG001002003","에센스 & 세럼","10","10","18","설화수","7","7","N","0","0","럭셔리","3","3","11117","설화수","12","12","S2","안티에이징(스킨케어)","9","9","S","스킨케어","2","2","01","1","1","AAC","에센스","2","2","AA","스킨케어","0","0","A","Beauty","0","0","AA01","스킨케어 _안티에이징_주름개선(부위별)","1","1","2","여성용","2","2","X00","12","12"
"110640000096","254","알파인 베리 워터리 크림","254","프리메라","70","70","CTG001","스킨케어","0","0","CTG001002","모이스처라이징","2","2","CTG001002004","크림","11","11","10","프리메라","1","1","N","0","0","럭셔리","3","3","11064","프리메라","4","4","S1","수분/보습(스킨케어)","8","8","S","스킨케어","2","2","01","1","1","AAD","크림","3","3","AA","스킨케어","0","0","A","Beauty","0","0","AA08","스킨케어 _수분/보습","7","7","1","공용","1","1","R99","9","9"
"002061000228","85","보들 원형 화장솜","85","에뛰드","53","53","CTG005","소품 & 도구","4","4","CTG005001","스킨 & 메이크업소품","18","18","CTG005001","스킨 & 메이크업소품","67","67","46","에뛰드","32","32","N","0","0","관계사","1","1","65000","에뛰드 하우스","49","49","ZZ","기타(비화장품)","23","23","H","HBD외","0","0","01","1","1","AHA","메이크업소품","51","51","AH","소품&도구","7","7","A","Beauty","0","0","AA99","스킨케어 _기타","13","13","1","공용","1","1","A00","1","1"
"001081000041","40","아미노 히알루로닉 앰플 50ml","40","라포티셀","13","13","CTG001","스킨케어","0","0","CTG001003","스페셜 케어","3","3","CTG001003003","앰플","17","17","84","라포티셀","55","55","N","0","0",,"5","5",,,"53","53",,,"24","24",,,"3","3",,"2","2",,,"59","59",,,"11","11",,,"3","3",,,"67","67",,,"5","5",,"15","15"
"180020000038","904","데싱디바 매직젤스트립 칼리코 캣 DGST138","904","데싱디바","6","6","CTG003","네일 & 향수","2","2","CTG003001","네일","12","12","CTG003001005","네일아트 & 스티커","41","41","42","데싱디바","28","28","N","0","0","AP 기타","0","0","18002","데싱디바","38","38","M5","네일(메이크업)","5","5","M","메이크업","1","1","01","1","1","ABT","네일","26","26","AB","메이크업","1","1","A","Beauty","0","0","BA09","메이크업_기타","22","22","2","여성용","2","2","X00","12","12"
"111130000163","440","더마트러블 토너","440","아이오페","51","51","CTG001","스킨케어","0","0","CTG001002","모이스처라이징","2","2","CTG001002001","스킨 & 토너","8","8","17","아이오페","6","6","N","0","0","프리미엄","4","4","11113","아이오페","11","11","SZ","기타(스킨케어)","15","15","S","스킨케어","2","2","01","1","1","AAA","스킨","0","0","AA","스킨케어","0","0","A","Beauty","0","0","AA03","스킨케어 _트러블","3","3","1","공용","1","1","R12","5","5"
"111771000930","796","19′ 이니스프리 포레스트 올인원 에센스 (4종 택1)","796","이니스프리","59","59","CTG001","스킨케어","0","0","CTG001002","모이스처라이징","2","2","CTG001002002","로션 & 에멀젼 ","9","9","41","이니스프리","27","27","N","0","0","관계사","1","1","13117","이니스프리 본품　","32","32","S7","남성(스킨케어)","14","14","S","스킨케어","2","2","01","1","1","AAC","에센스","2","2","AA","스킨케어","0","0","A","Beauty","0","0","AA04","스킨케어 _민감성","4","4","3","남성용","3","3","R15","8","8"
"110640000268","286","보타닉 리치 핸드 크림","286","프리메라","70","70","CTG004","생활용품","3","3","CTG004001","바디","14","14","CTG004001005","핸드 & 풋케어 ","51","51","10","프리메라","1","1","N","0","0","럭셔리","3","3","11064","프리메라","4","4","Z2","바디(비화장품)","17","17","H","HBD외","0","0","01","1","1","ADD","핸드보습","35","35","AD","바디","3","3","A","Beauty","0","0","EA05","바디 _수분/보습","55","55","1","공용","1","1","R99","9","9"
"110650000761","340","[한정] 마이크로 딥 클렌징 폼 파우치 패키지","340","마몽드","21","21","CTG001","스킨케어","0","0","CTG001001","클렌징","1","1","CTG001001002","클렌징폼","3","3","11","마몽드","2","2","N","0","0",,"5","5",,,"53","53",,,"24","24",,,"3","3",,"2","2",,,"59","59",,,"11","11",,,"3","3",,,"67","67",,,"5","5",,"15","15"
"111070000458","394","선 메이트 프로텍터 SPF50+ PA+++","394","헤라","78","78","CTG001","스킨케어","0","0","CTG001004","선케어","4","4","CTG001004","선케어","18","18","15","헤라","5","5","N","0","0","럭셔리","3","3","11157","헤라　","18","18","S5","페이셜 선케어(스킨케어)","12","12","S","스킨케어","2","2","01","1","1","AAH","페이셜선케어","7","7","AA","스킨케어","0","0","A","Beauty","0","0","AA06","스킨케어 _자외선차단","6","6","2","여성용","2","2","R13","6","6"
"110640000243","278","[대용량] 미라클 씨드 에센스","278","프리메라","70","70","CTG001","스킨케어","0","0","CTG001002","모이스처라이징","2","2","CTG001002003","에센스 & 세럼","10","10","10","프리메라","1","1","N","0","0","럭셔리","3","3","11064","프리메라","4","4","S2","안티에이징(스킨케어)","9","9","S","스킨케어","2","2","01","1","1","AAC","에센스","2","2","AA","스킨케어","0","0","A","Beauty","0","0","AA02","스킨케어 _안티에이징_피부탄력. 재생","2","2","1","공용","1","1","X00","12","12"
"111771000932","798","19′ 미네랄 메이크업 베이스 (3종 택1)","798","이니스프리","59","59","CTG002","메이크업","1","1","CTG002001","페이스","6","6","CTG002001004","프라이머 & 베이스","24","24","41","이니스프리","27","27","N","0","0","관계사","1","1","13117","이니스프리 본품　","32","32","M2","페이스(메이크업)","2","2","M","메이크업","1","1","01","1","1","ABA","베이스메이크업","10","10","AB","메이크업","1","1","A","Beauty","0","0","BA07","메이크업_컬러표현","20","20","2","여성용","2","2","R15","8","8"
"111650000189","744","흰감국 광채 크림 SPF35/PA++","744","한율","75","75","CTG001","스킨케어","0","0","CTG001002","모이스처라이징","2","2","CTG001002004","크림","11","11","25","한율","14","14","N","0","0","프리미엄","4","4","11165","한율","20","20","S3","미백(스킨케어)","10","10","S","스킨케어","2","2","01","1","1","AAD","크림","3","3","AA","스킨케어","0","0","A","Beauty","0","0","AA05","스킨케어 _미백 (스팟. 톤)","5","5","2","여성용","2","2","R13","6","6"
"003021000020","162","라이블리 바디 밀크, 스윗라벤더 300ml","162","아로마티카","46","46","CTG004","생활용품","3","3","CTG004001","바디","14","14","CTG004001003","바디모이스처라이저 ","49","49","97","아로마티카","64","64","N","0","0",,"5","5",,,"53","53",,,"24","24",,,"3","3",,"2","2",,,"59","59",,,"11","11",,,"3","3",,,"67","67",,,"5","5",,"15","15"
"110640000426","304","[기획] 슈퍼 블랙씨드 콜드-드랍 세럼 리미티드 세트","304","프리메라","70","70","CTG001","스킨케어","0","0","CTG001002","모이스처라이징","2","2","CTG001002003","에센스 & 세럼","10","10","10","프리메라","1","1","N","0","0","럭셔리","3","3","11064","프리메라","4","4","ZZ","기타(비화장품)","23","23","H","HBD외","0","0","01","1","1","AJA","세트상품","55","55","AJ","세트상품","8","8","A","Beauty","0","0","AA02","스킨케어 _안티에이징_피부탄력. 재생","2","2","1","공용","1","1","S01","10","10"
"000511000073","5","슬림 소프트 케이스","5","피카소","72","72","CTG005","소품 & 도구","4","4","CTG005","소품 & 도구","17","17","CTG005","소품 & 도구","66","66","55","피카소","36","36","N","0","0",,"5","5",,,"53","53",,,"24","24",,,"3","3",,"2","2",,,"59","59",,,"11","11",,,"3","3",,,"67","67",,,"5","5",,"15","15"
"111840000026","830","포인트 클리닉 남성청결제","830","브로앤팁스","34","34","CTG004","생활용품","3","3","CTG004001","바디","14","14","CTG004001001","바디워시","47","47","29","브로앤팁스","18","18","N","0","0","AP 기타","0","0","11184","브로앤팁스","25","25","Z7","남성(비화장품)","22","22","H","HBD외","0","0","01","1","1","ADA","바디세정","32","32","AD","바디","3","3","A","Beauty","0","0","EA10","바디 _세정","57","57","3","남성용","3","3","A02","3","3"
"005031000036","180","룰라러브 건조클립","180","라 리베라","10","10","CTG005","소품 & 도구","4","4","CTG005001","스킨 & 메이크업소품","18","18","CTG005001002","스펀지&퍼프","68","68","96","라 리베라","63","63","N","0","0",,"5","5",,,"53","53",,,"24","24",,,"3","3",,"2","2",,,"59","59",,,"11","11",,,"3","3",,,"67","67",,,"5","5",,"15","15"
"111270100284","580","[2입] 세라마이드 아토 집중크림","580","일리윤","61","61","CTG001","스킨케어","0","0","CTG001002","모이스처라이징","2","2","CTG001002004","크림","11","11","19","일리윤","8","8","Y","1","1",,"5","5",,,"53","53",,,"24","24",,,"3","3",,"2","2",,,"59","59",,,"11","11",,,"3","3",,,"67","67",,,"5","5",,"15","15"
"111070000267","385","옴므 에센스 인 스킨","385","헤라","78","78","CTG007","남성","6","6","CTG007002","스킨 & 로션","26","26","CTG007002","스킨 & 로션","84","84","15","헤라","5","5","N","0","0","럭셔리","3","3","11107","헤라","8","8","S7","남성(스킨케어)","14","14","S","스킨케어","2","2","01","1","1","AAA","스킨","0","0","AA","스킨케어","0","0","A","Beauty","0","0","AA08","스킨케어 _수분/보습","7","7","3","남성용","3","3","X00","12","12"
"111380000088","661","트리트먼트 엔자임 필 클렌징 파우더","661","아모레퍼시픽","48","48","CTG001","스킨케어","0","0","CTG001001","클렌징","1","1","CTG001001003","필링 & 스크럽","4","4","22","아모레퍼시픽","11","11","N","0","0","럭셔리","3","3","11138","아모레퍼시픽","16","16","S4","클렌징(스킨케어)","11","11","S","스킨케어","2","2","01","1","1","AAE","페이셜 워시","4","4","AA","스킨케어","0","0","A","Beauty","0","0","AA12","클렌징_페이셜워시","11","11","1","공용","1","1","R12","5","5"
"180020000043","905","데싱디바 매직프레스_ 새드 소피 MDR_239","905","데싱디바","6","6","CTG003","네일 & 향수","2","2","CTG003001","네일","12","12","CTG003001005","네일아트 & 스티커","41","41","42","데싱디바","28","28","N","0","0","AP 기타","0","0","18002","데싱디바","38","38","M5","네일(메이크업)","5","5","M","메이크업","1","1","01","1","1","ABT","네일","26","26","AB","메이크업","1","1","A","Beauty","0","0","BA09","메이크업_기타","22","22","2","여성용","2","2","X00","12","12"
"111170000124","485","탄력크림","485","설화수","39","39","CTG001","스킨케어","0","0","CTG001002","모이스처라이징","2","2","CTG001002004","크림","11","11","18","설화수","7","7","N","0","0","럭셔리","3","3","11117","설화수","12","12","S1","수분/보습(스킨케어)","8","8","S","스킨케어","2","2","01","1","1","AAD","크림","3","3","AA","스킨케어","0","0","A","Beauty","0","0","AA08","스킨케어 _수분/보습","7","7","2","여성용","2","2","R99","9","9"
"180020000034","903","데싱디바 매직젤스트립 플레이풀 그린 DGST133","903","데싱디바","6","6","CTG003","네일 & 향수","2","2","CTG003001","네일","12","12","CTG003001005","네일아트 & 스티커","41","41","42","데싱디바","28","28","N","0","0","AP 기타","0","0","18002","데싱디바","38","38","M5","네일(메이크업)","5","5","M","메이크업","1","1","01","1","1","ABT","네일","26","26","AB","메이크업","1","1","A","Beauty","0","0","BA09","메이크업_기타","22","22","2","여성용","2","2","X00","12","12"
"002061000577","123","비타 씨 톡 필링 패드 1 + 1","123","에뛰드하우스","54","54","CTG001","스킨케어","0","0","CTG001002","모이스처라이징","2","2","CTG001002001","스킨 & 토너","8","8","46","에뛰드","32","32","N","0","0",,"5","5",,,"53","53",,,"24","24",,,"3","3",,"2","2",,,"59","59",,,"11","11",,,"3","3",,,"67","67",,,"5","5",,"15","15"
"110640100325","309","[AP단독] 페이셜 마일드 필링","309","프리메라","70","70","CTG001","스킨케어","0","0","CTG001001","클렌징","1","1","CTG001001003","필링 & 스크럽","4","4","10","프리메라","1","1","Y","1","1",,"5","5",,,"53","53",,,"24","24",,,"3","3",,"2","2",,,"59","59",,,"11","11",,,"3","3",,,"67","67",,,"5","5",,"15","15"
"611121000393","986","[에스쁘아]리얼 아이 팔레트","986","에스쁘아","55","55","CTG002","메이크업","1","1","CTG002003","아이","8","8","CTG002003006","아이섀도우","35","35","45","에스쁘아","31","31","N","0","0","관계사","1","1","61112","에스쁘아","48","48","M3","아이(메이크업)","3","3","M","메이크업","1","1","01","1","1","ABP","아이섀도우","23","23","AB","메이크업","1","1","A","Beauty","0","0","BA07","메이크업_컬러표현","20","20","2","여성용","2","2","R15","8","8"
"003021000104","167","리바이빙 로즈 인퓨전 세럼 100ml","167","아로마티카","46","46","CTG001","스킨케어","0","0","CTG001002","모이스처라이징","2","2","CTG001002003","에센스 & 세럼","10","10","97","아로마티카","64","64","N","0","0",,"5","5",,,"53","53",,,"24","24",,,"3","3",,"2","2",,,"59","59",,,"11","11",,,"3","3",,,"67","67",,,"5","5",,"15","15"
"177770000038","897","무드 업 음영 아이 팔레트 포 히어로즈 4구","897","비레디","36","36","CTG002","메이크업","1","1","CTG002003","아이","8","8","CTG002003006","아이섀도우","35","35","98","비레디","65","65","N","0","0","AP 기타","0","0","17777","비레디","37","37","M6","남성(메이크업)","6","6","M","메이크업","1","1","01","1","1","ABP","아이섀도우","23","23","AB","메이크업","1","1","A","Beauty","0","0","BA07","메이크업_컬러표현","20","20","3","남성용","3","3","A02","3","3"
"002061000099","77","순정 약산성 6.5 휩 클렌저","77","에뛰드","53","53","CTG001","스킨케어","0","0","CTG001001","클렌징","1","1","CTG001001002","클렌징폼","3","3","46","에뛰드","32","32","N","0","0","관계사","1","1","11009","에뛰드 하우스","2","2","S4","클렌징(스킨케어)","11","11","S","스킨케어","2","2","01","1","1","AAE","페이셜 워시","4","4","AA","스킨케어","0","0","A","Beauty","0","0","AA04","스킨케어 _민감성","4","4","1","공용","1","1","R15","8","8"
"111850000010","834","콜라겐 큐브 4주","834","큐브미","64","64","CTG006","뷰티푸드","5","5","CTG006001","뷰티푸드 ","24","24","CTG006001002","이너뷰티 ","80","80","52","큐브미","34","34","N","0","0","AP 기타","0","0","11185","큐브미","26","26","Z4","건강식품(비화장품)","19","19","H","HBD외","0","0","01","1","1","BAB","Beautiful Living","57","57","BA","건강식품","9","9","B","Health","1","1","CA02","건강식품 _뷰티","34","34","1","공용","1","1","R13","6","6"
"111650000212","752","산들박하 트러블 젤크림","752","한율","75","75","CTG001","스킨케어","0","0","CTG001002","모이스처라이징","2","2","CTG001002004","크림","11","11","25","한율","14","14","N","0","0","프리미엄","4","4","11165","한율","20","20","SZ","기타(스킨케어)","15","15","S","스킨케어","2","2","01","1","1","AAD","크림","3","3","AA","스킨케어","0","0","A","Beauty","0","0","AA03","스킨케어 _트러블","3","3","1","공용","1","1","R12","5","5"
"111130000371","453","[대용량] 바이오 에센스 인텐시브 컨디셔닝 보세트","453","아이오페","51","51","CTG001","스킨케어","0","0","CTG001002","모이스처라이징","2","2","CTG001002003","에센스 & 세럼","10","10","17","아이오페","6","6","N","0","0","프리미엄","4","4","11113","아이오페","11","11","S2","안티에이징(스킨케어)","9","9","S","스킨케어","2","2","01","1","1","AAC","에센스","2","2","AA","스킨케어","0","0","A","Beauty","0","0","AA02","스킨케어 _안티에이징_피부탄력. 재생","2","2","1","공용","1","1","S01","10","10"
"110640100417","311","[기획] 맘&베이비 선물세트","311","프리메라","70","70",,,"9","9",,,"34","34",,,"92","92","10","프리메라","1","1","Y","1","1",,"5","5",,,"53","53",,,"24","24",,,"3","3",,"2","2",,,"59","59",,,"11","11",,,"3","3",,,"67","67",,,"5","5",,"15","15"
"110770000168","374","홍삼진액수","374","바이탈뷰티","29","29","CTG006","뷰티푸드","5","5","CTG006001","뷰티푸드 ","24","24","CTG006001004","홍삼&진생베리 ","82","82","12","바이탈뷰티","3","3","N","0","0","럭셔리","3","3","11000","바이탈뷰티(시판)","0","0","Z4","건강식품(비화장품)","19","19","H","HBD외","0","0","01","1","1","BAA","Beautiful Aging","56","56","BA","건강식품","9","9","B","Health","1","1","CA04","건강식품 _노화예방","36","36","1","공용","1","1","R12","5","5"
"110640000062","247","오가니언스 워터","247","프리메라","70","70","CTG001","스킨케어","0","0","CTG001002","모이스처라이징","2","2","CTG001002001","스킨 & 토너","8","8","10","프리메라","1","1","N","0","0","럭셔리","3","3","11064","프리메라","4","4","S1","수분/보습(스킨케어)","8","8","S","스킨케어","2","2","01","1","1","AAA","스킨","0","0","AA","스킨케어","0","0","A","Beauty","0","0","AA08","스킨케어 _수분/보습","7","7","1","공용","1","1","R13","6","6"
"111130000539","459","에이지 코렉터 2500","459","아이오페","51","51","CTG001","스킨케어","0","0","CTG001002","모이스처라이징","2","2","CTG001002003","에센스 & 세럼","10","10","17","아이오페","6","6","N","0","0","프리미엄","4","4","11113","아이오페","11","11","S2","안티에이징(스킨케어)","9","9","S","스킨케어","2","2","01","1","1","AAC","에센스","2","2","AA","스킨케어","0","0","A","Beauty","0","0","AA01","스킨케어 _안티에이징_주름개선(부위별)","1","1","1","공용","1","1","X00","12","12"
"111771001473","810","트루케어 AC진정앰플 10mLx4개+1mLx15개+인텐시브 밤 7mLx2개","810","이니스프리","59","59","CTG001","스킨케어","0","0","CTG001003","스페셜 케어","3","3","CTG001003003","앰플","17","17","41","이니스프리","27","27","N","0","0",,"5","5",,,"53","53",,,"24","24",,,"3","3",,"2","2",,,"59","59",,,"11","11",,,"3","3",,,"67","67",,,"5","5",,"15","15"
"611121000406","992","[2ml 샘플 증정] 올 메이크업 딥 클렌징 오일","992","에스쁘아","55","55","CTG001","스킨케어","0","0","CTG001001","클렌징","1","1","CTG001001004","클렌징 오일","5","5","45","에스쁘아","31","31","N","0","0","관계사","1","1","61112","에스쁘아","48","48","S4","클렌징(스킨케어)","11","11","S","스킨케어","2","2","01","1","1","AAF","메이크업 클렌징","5","5","AA","스킨케어","0","0","A","Beauty","0","0","AA13","클렌징_메이크업클렌징","12","12","2","여성용","2","2","A02","3","3"
"177770100044","899","[세트] 레벨 업 파운데이션 04 다미엔 + 슈퍼 마일드 선 프라이머","899","비레디","36","36","CTG002","메이크업","1","1","CTG002001","페이스","6","6","CTG002001002","파운데이션","22","22","98","비레디","65","65","Y","1","1",,"5","5",,,"53","53",,,"24","24",,,"3","3",,"2","2",,,"59","59",,,"11","11",,,"3","3",,,"67","67",,,"5","5",,"15","15"
"111380000060","658","타임 레스폰스 스킨 리뉴얼 미스트","658","아모레퍼시픽","48","48","CTG001","스킨케어","0","0","CTG001002","모이스처라이징","2","2","CTG001002006","미스트 ","13","13","22","아모레퍼시픽","11","11","N","0","0","럭셔리","3","3","11138","아모레퍼시픽","16","16","S2","안티에이징(스킨케어)","9","9","S","스킨케어","2","2","01","1","1","AAA","스킨","0","0","AA","스킨케어","0","0","A","Beauty","0","0","AA02","스킨케어 _안티에이징_피부탄력. 재생","2","2","1","공용","1","1","R13","6","6"
"001081000020","36","더 마일드 썬 프로텍션 SPF 50+/PA++++","36","라포티셀","13","13","CTG001","스킨케어","0","0","CTG001004","선케어","4","4","CTG001004","선케어","18","18","84","라포티셀","55","55","N","0","0",,"5","5",,,"53","53",,,"24","24",,,"3","3",,"2","2",,,"59","59",,,"11","11",,,"3","3",,,"67","67",,,"5","5",,"15","15"
"611121000240","979","립 업 벨벳","979","에스쁘아","55","55","CTG002","메이크업","1","1","CTG002002","립","7","7","CTG002002004","립틴트","31","31","45","에스쁘아","31","31","N","0","0","관계사","1","1","61112","에스쁘아","48","48","M4","립(메이크업)","4","4","M","메이크업","1","1","01","1","1","ABK","립리퀴드(액체)","19","19","AB","메이크업","1","1","A","Beauty","0","0","BA07","메이크업_컬러표현","20","20","2","여성용","2","2","R15","8","8"
"111270100239","571","[2입] 세라마이드 아토 로션 대용량","571","일리윤","61","61","CTG001","스킨케어","0","0","CTG001002","모이스처라이징","2","2","CTG001002002","로션 & 에멀젼 ","9","9","19","일리윤","8","8","Y","1","1",,"5","5",,,"53","53",,,"24","24",,,"3","3",,"2","2",,,"59","59",,,"11","11",,,"3","3",,,"67","67",,,"5","5",,"15","15"
"310050100155","953","베이블레이드 치약 초코민트 2입","953","메디안","24","24","CTG004","생활용품","3","3","CTG004003","구강","16","16","CTG004003001","치약","64","64","35","메디안","24","24","Y","1","1","데일리뷰티","2","2","31005","메디안","44","44","Z3","덴탈(비화장품)","18","18","H","HBD외","0","0","01","1","1","AEA","치약","42","42","AE","오랄","4","4","A","Beauty","0","0","FA07","오랄 _기타","64","64","4","베이비&키즈","4","4","R14","7","7"
"110640000201","273","베이비 선 쿠션 SPF32 PA++","273","프리메라","70","70","CTG001","스킨케어","0","0","CTG001004","선케어","4","4","CTG001004","선케어","18","18","10","프리메라","1","1","N","0","0","럭셔리","3","3","11064","프리메라","4","4","S5","페이셜 선케어(스킨케어)","12","12","S","스킨케어","2","2","01","1","1","AAH","페이셜선케어","7","7","AA","스킨케어","0","0","A","Beauty","0","0","AA06","스킨케어 _자외선차단","6","6","4","베이비&키즈","4","4","R11","4","4"
"111310100661","656","[2입] 리본드 프로틴 샴푸","656","미쟝센","26","26","CTG004","생활용품","3","3","CTG004002","헤어","15","15","CTG004002001","샴푸","57","57","21","미쟝센","10","10","Y","1","1",,"5","5",,,"53","53",,,"24","24",,,"3","3",,"2","2",,,"59","59",,,"11","11",,,"3","3",,,"67","67",,,"5","5",,"15","15"
"110640000199","271","[대용량] 알파인 베리 워터리 오일-프리 젤 크림_러브디어스","271","프리메라","70","70","CTG001","스킨케어","0","0","CTG001002","모이스처라이징","2","2","CTG001002004","크림","11","11","10","프리메라","1","1","N","0","0","럭셔리","3","3","11064","프리메라","4","4","S1","수분/보습(스킨케어)","8","8","S","스킨케어","2","2","01","1","1","AAD","크림","3","3","AA","스킨케어","0","0","A","Beauty","0","0","AA08","스킨케어 _수분/보습","7","7","1","공용","1","1","S01","10","10"
"170070000010","889","이지케어 스팟패치","889","이지피지","60","60",,,"9","9",,,"34","34",,,"92","92","88","이지피지","58","58","N","0","0","AP 기타","0","0","17007","이지피지","35","35","ZZ","기타(비화장품)","23","23","H","HBD외","0","0","01","1","1","AHB","스킨케어소품","52","52","AH","소품&도구","7","7","A","Beauty","0","0","AA03","스킨케어 _트러블","3","3","1","공용","1","1","R13","6","6"
"111170100287","535","진설크림보세트(쇼핑백 포함)","535","설화수","39","39","CTG001","스킨케어","0","0","CTG001002","모이스처라이징","2","2","CTG001002004","크림","11","11","18","설화수","7","7","Y","1","1","럭셔리","3","3","11117","설화수","12","12","S2","안티에이징(스킨케어)","9","9","S","스킨케어","2","2","01","1","1","AAD","크림","3","3","AA","스킨케어","0","0","A","Beauty","0","0","AA01","스킨케어 _안티에이징_주름개선(부위별)","1","1","2","여성용","2","2","X00","12","12"
"611121000391","985","노머징 브러쉬 라이너","985","에스쁘아","55","55","CTG002","메이크업","1","1","CTG002003","아이","8","8","CTG002003005","아이라이너","34","34","45","에스쁘아","31","31","N","0","0","관계사","1","1","61112","에스쁘아","48","48","M3","아이(메이크업)","3","3","M","메이크업","1","1","01","1","1","ABQ","아이라이너","24","24","AB","메이크업","1","1","A","Beauty","0","0","BA07","메이크업_컬러표현","20","20","2","여성용","2","2","R13","6","6"
"111610000035","722","모발영양윤기 아보카도 컨디셔너","722","프레시팝","69","69","CTG004","생활용품","3","3","CTG004002","헤어","15","15","CTG004002002","린스 & 컨디셔너","58","58","24","프레시팝","13","13","N","0","0","데일리뷰티","2","2","11161","프레시팝","19","19","Z1","헤어(비화장품)","16","16","H","HBD외","0","0","01","1","1","ACD","세정","31","31","AC","헤어","2","2","A","Beauty","0","0","DA05","헤어_볼륨","43","43","1","공용","1","1","R99","9","9"
"111860000029","840","바디 프라이머 크림(Tube) [02] 기획세트","840","프라도어","68","68","CTG004","생활용품","3","3","CTG004001","바디","14","14","CTG004001003","바디모이스처라이저 ","49","49","30","프라도어","19","19","N","0","0","AP 기타","0","0","11186","프라도어","27","27","ZZ","기타(비화장품)","23","23","H","HBD외","0","0","01","1","1","AJA","세트상품","55","55","AJ","세트상품","8","8","A","Beauty","0","0","EA09","바디 _소취","56","56","1","공용","1","1","Z00","14","14"
"111130000364","451","슈퍼바이탈 쿠션 SPF50+ PA+++","451","아이오페","51","51","CTG002","메이크업","1","1","CTG002001","페이스","6","6","CTG002001006","쿠션","26","26","17","아이오페","6","6","N","0","0","프리미엄","4","4","11113","아이오페","11","11","M1","쿠션(메이크업)","1","1","M","메이크업","1","1","01","1","1","ABI","쿠션","17","17","AB","메이크업","1","1","A","Beauty","0","0","BA06","메이크업_잡티커버","19","19","2","여성용","2","2","X00","12","12"
