"prd_cd","tg_prd_cd_cd","prd_nm","prd_cd_cd","prd_brnd_nm","prd_brnd_nm_cd","tg_prd_brnd_nm_cd","apmall_cate_lev1","apmall_cate_lev1_nm","apmall_cate_lev1_cd","tg_apmall_cate_lev1_cd","apmall_cate_lev2","apmall_cate_lev2_nm","apmall_cate_lev2_cd","tg_apmall_cate_lev2_cd","apmall_cate_lev3","apmall_cate_lev3_nm","apmall_cate_lev3_cd","tg_apmall_cate_lev3_cd","brand_sn","brand_name","brand_sn_cd","tg_brand_sn_cd","set_yn","set_yn_cd","tg_set_yn_cd","brnd_grp_nm","brnd_grp_nm_cd","tg_brnd_grp_nm_cd","brnd_dtl_cd","brnd_dtl_nm","brnd_dtl_cd_cd","tg_brnd_dtl_cd_cd","prd_mkt_cat_cd","prd_mkt_cat_nm","prd_mkt_cat_cd_cd","tg_prd_mkt_cat_cd_cd","prd_mkt_lcat_cd","prd_mkt_lcat_nm","prd_mkt_lcat_cd_cd","tg_prd_mkt_lcat_cd_cd","prd_use_cd","prd_use_cd_cd","tg_prd_use_cd_cd","prd_scat_cd","prd_scat_nm","prd_scat_cd_cd","tg_prd_scat_cd_cd","prd_mcat_cd","prd_mcat_nm","prd_mcat_cd_cd","tg_prd_mcat_cd_cd","prd_lcat_cd","prd_lcat_nm","prd_lcat_cd_cd","tg_prd_lcat_cd_cd","main_func_cd","main_func_nm","main_func_cd_cd","tg_main_func_cd_cd","user_tp_cd","user_tp_cd_nm","user_tp_cd_cd","tg_user_tp_cd_cd","prd_grd_cd","prd_grd_cd_cd","tg_prd_grd_cd_cd"
"110640000222","276","내추럴 리치 클렌징 폼","276","프리메라","70","70","CTG001","스킨케어","0","0","CTG001001","클렌징","1","1","CTG001001002","클렌징폼","3","3","10","프리메라","1","1","N","0","0","럭셔리","3","3","11064","프리메라","4","4","S4","클렌징(스킨케어)","11","11","S","스킨케어","2","2","01","1","1","AAE","페이셜 워시","4","4","AA","스킨케어","0","0","A","Beauty","0","0","AA12","클렌징_페이셜워시","11","11","1","공용","1","1","R13","6","6"
"111810000025","824","울트라 서핑 선크림","824","아웃런","49","49","CTG001","스킨케어","0","0","CTG001004","선케어","4","4","CTG001004","선케어","18","18","26","아웃런","15","15","N","0","0","AP 기타","0","0","11181","아웃런","23","23","S5","페이셜 선케어(스킨케어)","12","12","S","스킨케어","2","2","01","1","1","AAH","페이셜선케어","7","7","AA","스킨케어","0","0","A","Beauty","0","0","AA06","스킨케어 _자외선차단","6","6","1","공용","1","1","R13","6","6"
"150100100026","883","테라크네365 하이드레이션 토너 대용량 세트","883","에스트라","56","56","CTG001","스킨케어","0","0","CTG001002","모이스처라이징","2","2","CTG001002001","스킨 & 토너","8","8","53","에스트라","35","35","Y","1","1","관계사","1","1","15010","에스트라","33","33","ZZ","기타(비화장품)","23","23","H","HBD외","0","0","01","1","1","EBA","에스트라","58","58","EB","코스메슈티컬","10","10","E","에스트라","2","2","AA03","스킨케어 _트러블","3","3","1","공용","1","1","R13","6","6"
"111070000599","403","선 메이트 스틱 SPF50+ PA++++","403","헤라","78","78","CTG001","스킨케어","0","0","CTG001004","선케어","4","4","CTG001004","선케어","18","18","15","헤라","5","5","N","0","0","럭셔리","3","3","11107","헤라","8","8","S5","페이셜 선케어(스킨케어)","12","12","S","스킨케어","2","2","01","1","1","AAH","페이셜선케어","7","7","AA","스킨케어","0","0","A","Beauty","0","0","AA06","스킨케어 _자외선차단","6","6","2","여성용","2","2","R11","4","4"
"007061000023","231","[바디홀릭] 스테이누디라인 바디미스트 1+1","231","바디홀릭","28","28","CTG001","스킨케어","0","0","CTG001003","스페셜 케어","3","3","CTG001003","스페셜 케어","14","14","87","바디홀릭","57","57","N","0","0",,"5","5",,,"53","53",,,"24","24",,,"3","3",,"2","2",,,"59","59",,,"11","11",,,"3","3",,,"67","67",,,"5","5",,"15","15"
"765001000019","998","에어리 블라썸 무스","998","아윤채","50","50","CTG004","생활용품","3","3","CTG004002","헤어","15","15","CTG004002004","에센스 & 세럼 & 오일","60","60","47","아윤채","33","33","N","0","0",,"5","5",,,"53","53",,,"24","24",,,"3","3",,"2","2",,,"59","59",,,"11","11",,,"3","3",,,"67","67",,,"5","5",,"15","15"
"111310000406","640","아로마 에센셜 샴푸&컨디셔너","640","미쟝센","26","26","CTG004","생활용품","3","3","CTG004002","헤어","15","15","CTG004002001","샴푸","57","57","21","미쟝센","10","10","N","0","0","데일리뷰티","2","2","11131","미쟝센","15","15","Z1","헤어(비화장품)","16","16","H","HBD외","0","0","01","1","1","ACD","세정","31","31","AC","헤어","2","2","A","Beauty","0","0","DA02","헤어_두피케어","40","40","1","공용","1","1","R13","6","6"
"111310000405","639","파워스윙 세팅 왁스 6종","639","미쟝센","26","26","CTG004","생활용품","3","3","CTG004002","헤어","15","15","CTG004002005","스타일링 ","61","61","21","미쟝센","10","10","N","0","0","데일리뷰티","2","2","11131","미쟝센","15","15","Z7","남성(비화장품)","22","22","H","HBD외","0","0","01","1","1","ACC","정발","30","30","AC","헤어","2","2","A","Beauty","0","0","DA17","헤어_스타일링","49","49","3","남성용","3","3","R13","6","6"
"111970000632","864","슬림 하드 오토브로우","864","라네즈","11","11","CTG002","메이크업","1","1","CTG002003","아이","8","8","CTG002003003","아이브로우","33","33","31","라네즈","20","20","N","0","0","프리미엄","4","4","11197","라네즈","30","30","M3","아이(메이크업)","3","3","M","메이크업","1","1","01","1","1","ABR","아이브로우","25","25","AB","메이크업","1","1","A","Beauty","0","0","BA07","메이크업_컬러표현","20","20","2","여성용","2","2","X00","12","12"
"111860000025","839","[리필] 스웻 스타일링 바디 오 드 뚜왈렛","839","프라도어","68","68","CTG003","네일 & 향수","2","2","CTG003002","향수","13","13","CTG003002","향수","42","42","30","프라도어","19","19","N","0","0","AP 기타","0","0","11186","프라도어","27","27","Z6","방향(비화장품)","21","21","H","HBD외","0","0","01","1","1","AFA","프래그런스","47","47","AF","방향","5","5","A","Beauty","0","0","EA11","바디 _퍼퓸","58","58","1","공용","1","1","X00","12","12"
"110770000074","364","슬림컷","364","바이탈뷰티","29","29","CTG006","뷰티푸드","5","5","CTG006001","뷰티푸드 ","24","24","CTG006001001","슬리밍 ","79","79","12","바이탈뷰티","3","3","N","0","0","럭셔리","3","3","11000","바이탈뷰티(시판)","0","0","Z4","건강식품(비화장품)","19","19","H","HBD외","0","0","01","1","1","BAB","Beautiful Living","57","57","BA","건강식품","9","9","B","Health","1","1","CA01","건강식품 _다이어트","33","33","1","공용","1","1","S01","10","10"
"110650100740","352","[한정수량] 플라워랩 에센스 마스크_장미 20매","352","마몽드","21","21",,,"9","9",,,"34","34",,,"92","92","11","마몽드","2","2","Y","1","1",,"5","5",,,"53","53",,,"24","24",,,"3","3",,"2","2",,,"59","59",,,"11","11",,,"3","3",,,"67","67",,,"5","5",,"15","15"
"110640000420","301","[소용량] 클린 앤 세이프 새니타이저","301","프리메라","70","70","CTG004","생활용품","3","3","CTG004001","바디","14","14","CTG004001005","핸드 & 풋케어 ","51","51","10","프리메라","1","1","N","0","0","럭셔리","3","3","11064","프리메라","4","4","Z2","바디(비화장품)","17","17","H","HBD외","0","0","01","1","1","ADC","핸드워시","34","34","AD","바디","3","3","A","Beauty","0","0","EA99","바디 _기타","59","59","1","공용","1","1","A02","3","3"
"110640000057","245","모이스처 클렌징 티슈","245","프리메라","70","70","CTG001","스킨케어","0","0","CTG001001","클렌징","1","1","CTG001001001","메이크업 리무버","2","2","10","프리메라","1","1","N","0","0","럭셔리","3","3","11064","프리메라","4","4","S4","클렌징(스킨케어)","11","11","S","스킨케어","2","2","01","1","1","AAF","메이크업 클렌징","5","5","AA","스킨케어","0","0","A","Beauty","0","0","AA13","클렌징_메이크업클렌징","12","12","1","공용","1","1","R13","6","6"
"002061000053","74","래쉬펌 컬 픽스 마스카라","74","에뛰드하우스","54","54","CTG002","메이크업","1","1","CTG002003","아이","8","8","CTG002003001","마스카라","32","32","46","에뛰드","32","32","N","0","0","관계사","1","1","65001","에뛰드 하우스","50","50","M3","아이(메이크업)","3","3","M","메이크업","1","1","01","1","1","ABO","마스카라","22","22","AB","메이크업","1","1","A","Beauty","0","0","BB03","메이크업_마스카라_컬링","23","23","2","여성용","2","2","R15","8","8"
"110770000076","365","프로바이오","365","바이탈뷰티","29","29","CTG006","뷰티푸드","5","5","CTG006001","뷰티푸드 ","24","24","CTG006001","뷰티푸드 ","78","78","12","바이탈뷰티","3","3","N","0","0","럭셔리","3","3","11077","바이탈뷰티","6","6","Z4","건강식품(비화장품)","19","19","H","HBD외","0","0","01","1","1","BAB","Beautiful Living","57","57","BA","건강식품","9","9","B","Health","1","1","CA05","건강식품 _뉴트리션","37","37","1","공용","1","1","R12","5","5"
"111170000270","507","[리필] 퍼펙팅쿠션 인텐스 SPF50+/PA+++","507","설화수","39","39","CTG002","메이크업","1","1","CTG002001","페이스","6","6","CTG002001006","쿠션","26","26","18","설화수","7","7","N","0","0","럭셔리","3","3","11117","설화수","12","12","M1","쿠션(메이크업)","1","1","M","메이크업","1","1","01","1","1","ABI","쿠션","17","17","AB","메이크업","1","1","A","Beauty","0","0","BA02","메이크업_안티에이징/탄력","15","15","2","여성용","2","2","R13","6","6"
"111610000054","724","[2입] 두피 딥클렌징 슈퍼 유칼립투스 샴푸","724","프레시팝","69","69","CTG004","생활용품","3","3","CTG004002","헤어","15","15","CTG004002001","샴푸","57","57","24","프레시팝","13","13","N","0","0",,"5","5",,,"53","53",,,"24","24",,,"3","3",,"2","2",,,"59","59",,,"11","11",,,"3","3",,,"67","67",,,"5","5",,"15","15"
"111771001447","808","그린티 씨드 세럼+씨드 크림+틴케이스+꽃송이 4종","808","이니스프리","59","59","CTG001","스킨케어","0","0","CTG001002","모이스처라이징","2","2","CTG001002003","에센스 & 세럼","10","10","41","이니스프리","27","27","N","0","0",,"5","5",,,"53","53",,,"24","24",,,"3","3",,"2","2",,,"59","59",,,"11","11",,,"3","3",,,"67","67",,,"5","5",,"15","15"
"110640000152","258","민트 리프레싱 샴푸","258","프리메라","70","70","CTG004","생활용품","3","3","CTG004002","헤어","15","15","CTG004002001","샴푸","57","57","10","프리메라","1","1","N","0","0","럭셔리","3","3","11064","프리메라","4","4","Z1","헤어(비화장품)","16","16","H","HBD외","0","0","01","1","1","ACD","세정","31","31","AC","헤어","2","2","A","Beauty","0","0","DA02","헤어_두피케어","40","40","1","공용","1","1","Z00","14","14"
"220110000004","920","엉 마뗑 도하주 EDT","920","구딸파리","2","2","CTG003","네일 & 향수","2","2","CTG003002","향수","13","13","CTG003002001","여성향수 ","43","43","33","구딸파리","22","22","N","0","0","럭셔리","3","3","22011","구딸 파리","42","42","Z6","방향(비화장품)","21","21","H","HBD외","0","0","01","1","1","AFA","프래그런스","47","47","AF","방향","5","5","A","Beauty","0","0","GA01","방향","65","65","2","여성용","2","2","S01","10","10"
"111270000155","557","프로바이오틱스 스킨 배리어 젠틀 클렌저","557","일리윤","61","61","CTG004","생활용품","3","3","CTG004001","바디","14","14","CTG004001001","바디워시","47","47","19","일리윤","8","8","N","0","0","데일리뷰티","2","2","11127","일리윤","13","13","Z2","바디(비화장품)","17","17","H","HBD외","0","0","01","1","1","ADI","여성청결","40","40","AD","바디","3","3","A","Beauty","0","0","EA10","바디 _세정","57","57","2","여성용","2","2","R13","6","6"
"110650000475","321","하이라이트 립 틴트 벨벳","321","마몽드","21","21","CTG002","메이크업","1","1","CTG002002","립","7","7","CTG002002004","립틴트","31","31","11","마몽드","2","2","N","0","0","프리미엄","4","4","11065","마몽드","5","5","M4","립(메이크업)","4","4","M","메이크업","1","1","01","1","1","ABK","립리퀴드(액체)","19","19","AB","메이크업","1","1","A","Beauty","0","0","BD05","메이크업_립리퀴드(액체)_틴트(착색)","32","32","2","여성용","2","2","X00","12","12"
"111290000448","593","한장 샤워 티슈 자몽향","593","해피바스","77","77","CTG004","생활용품","3","3","CTG004001","바디","14","14","CTG004001001","바디워시","47","47","20","해피바스","9","9","N","0","0","데일리뷰티","2","2","11129","해피바스","14","14","Z2","바디(비화장품)","17","17","H","HBD외","0","0","01","1","1","ADA","바디세정","32","32","AD","바디","3","3","A","Beauty","0","0","EA10","바디 _세정","57","57","1","공용","1","1","R12","5","5"
"111410100320","701","[2입] 자양윤모 탈모증상케어 지성 두피용 샴푸","701","려","15","15","CTG004","생활용품","3","3","CTG004002","헤어","15","15","CTG004002001","샴푸","57","57","23","려","12","12","Y","1","1",,"5","5",,,"53","53",,,"24","24",,,"3","3",,"2","2",,,"59","59",,,"11","11",,,"3","3",,,"67","67",,,"5","5",,"15","15"
"111070100639","433","[기획] 지일 오 데 퍼퓸","433","헤라","78","78","CTG003","네일 & 향수","2","2","CTG003002","향수","13","13","CTG003002001","여성향수 ","43","43","15","헤라","5","5","Y","1","1","럭셔리","3","3","11157","헤라　","18","18","Z6","방향(비화장품)","21","21","H","HBD외","0","0","01","1","1","AFA","프래그런스","47","47","AF","방향","5","5","A","Beauty","0","0","GA01","방향","65","65","2","여성용","2","2","Y00","13","13"
"111070000595","401","브로우 디자이너 오토펜슬","401","헤라","78","78","CTG002","메이크업","1","1","CTG002003","아이","8","8","CTG002003003","아이브로우","33","33","15","헤라","5","5","N","0","0","럭셔리","3","3","11107","헤라","8","8","M3","아이(메이크업)","3","3","M","메이크업","1","1","01","1","1","ABR","아이브로우","25","25","AB","메이크업","1","1","A","Beauty","0","0","BA07","메이크업_컬러표현","20","20","2","여성용","2","2","R11","4","4"
"110640000297","294","메이크업 리뉴 티슈","294","프리메라","70","70","CTG001","스킨케어","0","0","CTG001001","클렌징","1","1","CTG001001001","메이크업 리무버","2","2","10","프리메라","1","1","N","0","0","럭셔리","3","3","11064","프리메라","4","4","S4","클렌징(스킨케어)","11","11","S","스킨케어","2","2","01","1","1","AAF","메이크업 클렌징","5","5","AA","스킨케어","0","0","A","Beauty","0","0","AA12","클렌징_페이셜워시","11","11","1","공용","1","1","Y00","13","13"
"111130000435","457","맨 올데이 퍼펙트 톤업 올인원 SPF15","457","아이오페","51","51","CTG007","남성","6","6","CTG007002","스킨 & 로션","26","26","CTG007002","스킨 & 로션","84","84","17","아이오페","6","6","N","0","0","프리미엄","4","4","11113","아이오페","11","11","S7","남성(스킨케어)","14","14","S","스킨케어","2","2","01","1","1","AAK","스킨케어기타","9","9","AA","스킨케어","0","0","A","Beauty","0","0","AA05","스킨케어 _미백 (스팟. 톤)","5","5","3","남성용","3","3","R12","5","5"
"111410000294","688","원클릭 살롱컬러 새치크림","688","려","15","15","CTG004","생활용품","3","3","CTG004002","헤어","15","15","CTG004002005","스타일링 ","61","61","23","려","12","12","N","0","0","데일리뷰티","2","2","11141","려","17","17","Z1","헤어(비화장품)","16","16","H","HBD외","0","0","01","1","1","ACB","염모","29","29","AC","헤어","2","2","A","Beauty","0","0","DB01","헤어_염모_새치","51","51","1","공용","1","1","X00","12","12"
"110640000200","272","[대용량] 알파인 베리 워터리 크림_러브디어스","272","프리메라","70","70","CTG001","스킨케어","0","0","CTG001002","모이스처라이징","2","2","CTG001002004","크림","11","11","10","프리메라","1","1","N","0","0","럭셔리","3","3","11064","프리메라","4","4","S1","수분/보습(스킨케어)","8","8","S","스킨케어","2","2","01","1","1","AAD","크림","3","3","AA","스킨케어","0","0","A","Beauty","0","0","AA08","스킨케어 _수분/보습","7","7","1","공용","1","1","S01","10","10"
"111771101382","818","[LTD] 한란 럭키박스+미키 파우치","818","이니스프리","59","59","CTG001","스킨케어","0","0","CTG001005","세트","5","5","CTG001005","세트","19","19","41","이니스프리","27","27","Y","1","1",,"5","5",,,"53","53",,,"24","24",,,"3","3",,"2","2",,,"59","59",,,"11","11",,,"3","3",,,"67","67",,,"5","5",,"15","15"
"110770000070","362","액티브 멀티팩","362","바이탈뷰티","29","29","CTG006","뷰티푸드","5","5","CTG006001","뷰티푸드 ","24","24","CTG006001003","영양보충","81","81","12","바이탈뷰티","3","3","N","0","0","럭셔리","3","3","11077","바이탈뷰티","6","6","Z4","건강식품(비화장품)","19","19","H","HBD외","0","0","01","1","1","BAB","Beautiful Living","57","57","BA","건강식품","9","9","B","Health","1","1","CA05","건강식품 _뉴트리션","37","37","1","공용","1","1","R12","5","5"
"170020000003","885","블랭크 섀도우 팔레트 2종","885","블랭크","35","35","CTG002","메이크업","1","1","CTG002003","아이","8","8","CTG002003006","아이섀도우","35","35","101","블랭크","67","67","N","0","0","AP 기타","0","0","17017","블랭크","36","36","M3","아이(메이크업)","3","3","M","메이크업","1","1","01","1","1","ABP","아이섀도우","23","23","AB","메이크업","1","1","A","Beauty","0","0","BA07","메이크업_컬러표현","20","20","2","여성용","2","2","X00","12","12"
"177770000002","891","레벨업 퍼프 포 히어로즈","891","비레디","36","36","CTG005","소품 & 도구","4","4","CTG005001","스킨 & 메이크업소품","18","18","CTG005001002","스펀지&퍼프","68","68","98","비레디","65","65","N","0","0","AP 기타","0","0","17777","비레디","37","37","ZZ","기타(비화장품)","23","23","H","HBD외","0","0","01","1","1","AHA","메이크업소품","51","51","AH","소품&도구","7","7","A","Beauty","0","0","BA09","메이크업_기타","22","22","3","남성용","3","3","R13","6","6"
"110640000071","250","와일드 피치 포어 에멀젼","250","프리메라","70","70","CTG001","스킨케어","0","0","CTG001002","모이스처라이징","2","2","CTG001002002","로션 & 에멀젼 ","9","9","10","프리메라","1","1","N","0","0","럭셔리","3","3","11064","프리메라","4","4","SZ","기타(스킨케어)","15","15","S","스킨케어","2","2","01","1","1","AAB","로션","1","1","AA","스킨케어","0","0","A","Beauty","0","0","AA10","스킨케어 _모공/피지케어","9","9","1","공용","1","1","R13","6","6"
"110640000179","262","씨드 에너지 클렌징 오일","262","프리메라","70","70","CTG001","스킨케어","0","0","CTG001001","클렌징","1","1","CTG001001002","클렌징폼","3","3","10","프리메라","1","1","N","0","0","럭셔리","3","3","11064","프리메라","4","4","S4","클렌징(스킨케어)","11","11","S","스킨케어","2","2","01","1","1","AAF","메이크업 클렌징","5","5","AA","스킨케어","0","0","A","Beauty","0","0","AA13","클렌징_메이크업클렌징","12","12","1","공용","1","1","R12","5","5"
"002011000079","63","[PV] 매트 앤 메탈 아이섀도우 팔레트","63","스틸라","45","45","CTG002","메이크업","1","1","CTG002003","아이","8","8","CTG002003006","아이섀도우","35","35","57","스틸라","38","38","N","0","0",,"5","5",,,"53","53",,,"24","24",,,"3","3",,"2","2",,,"59","59",,,"11","11",,,"3","3",,,"67","67",,,"5","5",,"15","15"
"005051000006","186","로아나 플레스 핑거팁 브러쉬","186","로아나","17","17","CTG005","소품 & 도구","4","4","CTG005005","브러쉬","22","22","CTG005005001","얼굴(Face)","74","74","135","로아나","75","75","N","0","0",,"5","5",,,"53","53",,,"24","24",,,"3","3",,"2","2",,,"59","59",,,"11","11",,,"3","3",,,"67","67",,,"5","5",,"15","15"
"111380000184","666","[소용량] 빈티지 싱글 익스트렉트 에센스","666","아모레퍼시픽","48","48","CTG001","스킨케어","0","0","CTG001002","모이스처라이징","2","2","CTG001002003","에센스 & 세럼","10","10","22","아모레퍼시픽","11","11","N","0","0","럭셔리","3","3","11138","아모레퍼시픽","16","16","S2","안티에이징(스킨케어)","9","9","S","스킨케어","2","2","01","1","1","AAC","에센스","2","2","AA","스킨케어","0","0","A","Beauty","0","0","AA02","스킨케어 _안티에이징_피부탄력. 재생","2","2","2","여성용","2","2","R13","6","6"
"002011000071","62","[한국 단독] 글리터&글로우 리퀴드 아이섀도우 미니 팁 키튼 카르마","62","스틸라","45","45","CTG002","메이크업","1","1","CTG002003","아이","8","8","CTG002003006","아이섀도우","35","35","57","스틸라","38","38","N","0","0",,"5","5",,,"53","53",,,"24","24",,,"3","3",,"2","2",,,"59","59",,,"11","11",,,"3","3",,,"67","67",,,"5","5",,"15","15"
"111170000557","523","퍼펙팅 파운데이션 SPF17/PA+","523","설화수","39","39","CTG002","메이크업","1","1","CTG002001","페이스","6","6","CTG002001002","파운데이션","22","22","18","설화수","7","7","N","0","0","럭셔리","3","3","11117","설화수","12","12","M2","페이스(메이크업)","2","2","M","메이크업","1","1","01","1","1","ABB","파운데이션","11","11","AB","메이크업","1","1","A","Beauty","0","0","BA06","메이크업_잡티커버","19","19","2","여성용","2","2","X00","12","12"
"005031000013","178","룰라러브 천연해면 바디용 스몰 1+1","178","라 리베라","10","10","CTG005","소품 & 도구","4","4","CTG005001","스킨 & 메이크업소품","18","18","CTG005001002","스펀지&퍼프","68","68","96","라 리베라","63","63","N","0","0",,"5","5",,,"53","53",,,"24","24",,,"3","3",,"2","2",,,"59","59",,,"11","11",,,"3","3",,,"67","67",,,"5","5",,"15","15"
"111290000442","592","에센스 바디워시","592","해피바스","77","77","CTG004","생활용품","3","3","CTG004001","바디","14","14","CTG004001001","바디워시","47","47","20","해피바스","9","9","N","0","0","데일리뷰티","2","2","11129","해피바스","14","14","Z2","바디(비화장품)","17","17","H","HBD외","0","0","01","1","1","ADA","바디세정","32","32","AD","바디","3","3","A","Beauty","0","0","EA10","바디 _세정","57","57","1","공용","1","1","R13","6","6"
"110640000055","243","스무스 클렌징 크림","243","프리메라","70","70","CTG001","스킨케어","0","0","CTG001001","클렌징","1","1","CTG001001002","클렌징폼","3","3","10","프리메라","1","1","N","0","0","럭셔리","3","3","11064","프리메라","4","4","S4","클렌징(스킨케어)","11","11","S","스킨케어","2","2","01","1","1","AAF","메이크업 클렌징","5","5","AA","스킨케어","0","0","A","Beauty","0","0","AA13","클렌징_메이크업클렌징","12","12","1","공용","1","1","R13","6","6"
"003021000045","165","라벤더 릴랙싱 마사지 바디오일 100ml","165","아로마티카","46","46","CTG004","생활용품","3","3","CTG004001","바디","14","14","CTG004001004","바디오일 & 미스트","50","50","97","아로마티카","64","64","N","0","0",,"5","5",,,"53","53",,,"24","24",,,"3","3",,"2","2",,,"59","59",,,"11","11",,,"3","3",,,"67","67",,,"5","5",,"15","15"
"111310000279","630","퍼펙트 리페어 헤어 마스크팩","630","미쟝센","26","26","CTG004","생활용품","3","3","CTG004002","헤어","15","15","CTG004002003","트리트먼트 & 팩","59","59","21","미쟝센","10","10","N","0","0","데일리뷰티","2","2","11131","미쟝센","15","15","Z1","헤어(비화장품)","16","16","H","HBD외","0","0","01","1","1","ACA","양모","28","28","AC","헤어","2","2","A","Beauty","0","0","DA03","헤어_영양","41","41","1","공용","1","1","R13","6","6"
"110770000145","373","메타그린(2주분)","373","바이탈뷰티","29","29","CTG006","뷰티푸드","5","5","CTG006001","뷰티푸드 ","24","24","CTG006001001","슬리밍 ","79","79","12","바이탈뷰티","3","3","N","0","0","럭셔리","3","3","11077","바이탈뷰티","6","6","Z4","건강식품(비화장품)","19","19","H","HBD외","0","0","01","1","1","BAA","Beautiful Aging","56","56","BA","건강식품","9","9","B","Health","1","1","CA03","건강식품 _바이탈","35","35","1","공용","1","1","X00","12","12"
"004011000014","174","너리싱 컨디셔너","174","로마샴푸","16","16","CTG004","생활용품","3","3","CTG004002","헤어","15","15","CTG004002002","린스 & 컨디셔너","58","58","74","로마샴푸","48","48","N","0","0",,"5","5",,,"53","53",,,"24","24",,,"3","3",,"2","2",,,"59","59",,,"11","11",,,"3","3",,,"67","67",,,"5","5",,"15","15"
"310480100009","964","[4입] 동의본초연구 한방생약 잇몸치약","964","동의본초연구","7","7","CTG004","생활용품","3","3","CTG004003","구강","16","16","CTG004003001","치약","64","64","63","동의본초연구","41","41","Y","1","1",,"5","5",,,"53","53",,,"24","24",,,"3","3",,"2","2",,,"59","59",,,"11","11",,,"3","3",,,"67","67",,,"5","5",,"15","15"
"002061000538","117","AC 클린업 플루이드","117","에뛰드","53","53","CTG001","스킨케어","0","0","CTG001002","모이스처라이징","2","2","CTG001002002","로션 & 에멀젼 ","9","9","46","에뛰드","32","32","N","0","0","관계사","1","1","11108","에뛰드 하우스","9","9","SZ","기타(스킨케어)","15","15","S","스킨케어","2","2","01","1","1","AAB","로션","1","1","AA","스킨케어","0","0","A","Beauty","0","0","AA03","스킨케어 _트러블","3","3","1","공용","1","1","A00","1","1"
"001081000012","35","A.C 데일리 케어 세트(필링부스터 200ml+카밍 모이스춰라이저)","35","라포티셀","13","13","CTG001","스킨케어","0","0","CTG001002","모이스처라이징","2","2","CTG001002002","로션 & 에멀젼 ","9","9","84","라포티셀","55","55","Y","1","1",,"5","5",,,"53","53",,,"24","24",,,"3","3",,"2","2",,,"59","59",,,"11","11",,,"3","3",,,"67","67",,,"5","5",,"15","15"
"110650100680","351","세라마이드 인텐스 크림(튜브) 기획세트","351","마몽드","21","21","CTG001","스킨케어","0","0","CTG001005","세트","5","5","CTG001005","세트","19","19","11","마몽드","2","2","Y","1","1","프리미엄","4","4","11065","마몽드","5","5","ZZ","기타(비화장품)","23","23","H","HBD외","0","0","01","1","1","AJA","세트상품","55","55","AJ","세트상품","8","8","A","Beauty","0","0","AA08","스킨케어 _수분/보습","7","7","2","여성용","2","2","X00","12","12"
"111070000651","409","[리필] 브로우 디자이너 오토펜슬","409","헤라","78","78","CTG002","메이크업","1","1","CTG002003","아이","8","8","CTG002003003","아이브로우","33","33","15","헤라","5","5","N","0","0","럭셔리","3","3","11107","헤라","8","8","M3","아이(메이크업)","3","3","M","메이크업","1","1","01","1","1","ABR","아이브로우","25","25","AB","메이크업","1","1","A","Beauty","0","0","BA07","메이크업_컬러표현","20","20","2","여성용","2","2","R12","5","5"
"002061000280","91","체리 쪽 젤리 입술 패치_생기","91","에뛰드","53","53","CTG002","메이크업","1","1","CTG002002","립","7","7","CTG002002003","립케어 & 립밤 ","30","30","46","에뛰드","32","32","N","0","0","관계사","1","1","11108","에뛰드 하우스","9","9","S6","마스크(스킨케어)","13","13","S","스킨케어","2","2","01","1","1","AAG","마스크","6","6","AA","스킨케어","0","0","A","Beauty","0","0","AA08","스킨케어 _수분/보습","7","7","1","공용","1","1","R15","8","8"
"111270000033","538","프레쉬 모이스춰 바디로션","538","일리윤","61","61","CTG004","생활용품","3","3","CTG004001","바디","14","14","CTG004001004","바디오일 & 미스트","50","50","19","일리윤","8","8","N","0","0","데일리뷰티","2","2","11127","일리윤","13","13","Z2","바디(비화장품)","17","17","H","HBD외","0","0","01","1","1","ADB","바디보습","33","33","AD","바디","3","3","A","Beauty","0","0","EA05","바디 _수분/보습","55","55","1","공용","1","1","Y00","13","13"
"310480000002","962","[1입] 동의본초연구 잇몸칫솔 (색상 랜덤 발송)","962","동의본초연구","7","7","CTG004","생활용품","3","3","CTG004003","구강","16","16","CTG004003002","칫솔","65","65","63","동의본초연구","41","41","N","0","0","데일리뷰티","2","2","31048","동의본초연구","47","47","Z3","덴탈(비화장품)","18","18","H","HBD외","0","0","01","1","1","AEB","칫솔","43","43","AE","오랄","4","4","A","Beauty","0","0","FA01","오랄 _치석제거","60","60","1","공용","1","1","S01","10","10"
"180020000058","909","데싱디바 매직젤스트립 퓨어애리얼 DGST56","909","데싱디바","6","6","CTG003","네일 & 향수","2","2","CTG003001","네일","12","12","CTG003001005","네일아트 & 스티커","41","41","42","데싱디바","28","28","N","0","0","AP 기타","0","0","18002","데싱디바","38","38","M5","네일(메이크업)","5","5","M","메이크업","1","1","01","1","1","ABT","네일","26","26","AB","메이크업","1","1","A","Beauty","0","0","BA09","메이크업_기타","22","22","2","여성용","2","2","X00","12","12"
"310050000008","937","샘존잭 구강키트","937","메디안","24","24","CTG004","생활용품","3","3","CTG004003","구강","16","16","CTG004003","구강","63","63","35","메디안","24","24","Y","1","1","데일리뷰티","2","2","31005","메디안","44","44","Z3","덴탈(비화장품)","18","18","H","HBD외","0","0","01","1","1","AEC","구강키트","44","44","AE","오랄","4","4","A","Beauty","0","0","FA04","오랄 _구취개선","63","63","1","공용","1","1","R13","6","6"
