111650000374	1030
110770000177	1536
310050000151	176
310050000149	437
310050000059	375
111070000626	45
110770000051	329
110640000056	2580
111070000370	149
111070000514	68
110640000058	1840
110640000222	955
111070100456	24
111290000417	273
111290000500	83
111290000448	113
110640000057	208
110640000406	241
007061000024	869
111290000554	914
111070000290	86
111070000930	295
111070000512	9
111070100435	112
111070100584	155
111130000331	281
110650000573	36
110650100796	633
111070000721	14
111170000542	231
111310000492	585
111170000114	406
111070000839	40
110770000071	120
111070000875	105
111170000435	260
111130000363	47
111130000213	99
110650000496	158
110650000564	514
111970000599	1053
111970000365	53
310050000150	338
111310100476	11
111070000599	92
111290000549	47
111310000561	225
111310100541	16
111290000550	88
110650000278	486
110650000314	140
111650000266	50
111290100503	199
310050000148	129
110770000117	71
111070100866	44
310050000058	99
111290000014	116
111130000405	112
310480000001	566
111410000137	421
310050000037	267
310050000072	257
111970000865	1042
111270100247	262
111290000318	367
111070000458	410
111070000860	5082
111070000889	946
111310100563	208
111290000323	70
111270000210	106
111970000637	244
111970100770	68
110650000400	80
111170000277	50
111130000355	237
310480100010	286
310480100009	529
111290000421	67
111970000632	3267
310050000008	333
111970000562	270
110640000279	761
111070000861	51
111070000507	128
310050000045	293
310050000070	137
310050000110	257
111970000322	482
110650000470	31
001121000001	621
110650000776	1236
111130000657	717
111290000490	116
111130000163	109
111650000251	213
111070000706	308
110640000199	772
110640000096	238
110640000163	695
111380000184	269
111170000255	380
111170000097	308
111970000844	2594
111170000339	490
111170000108	27
111170000185	56
111070000412	88
111970000353	15
111970000570	31
111410000318	126
110640000210	790
111650000220	82
310050000065	136
110650000582	1008
110650000788	266
110650000563	2307
002081000031	367
111270000128	144
111650000200	296
111650000195	319
002091000014	23
611121000193	12
002091000013	18
111970000615	38
111771000661	3
110650000787	26
220220000113	10
180040000018	26
002061000274	29
111130000495	22
002151000003	4
110650000490	98
002051000019	16
170070000005	95
170070000002	224
170070000008	55
170070000003	88
180040000019	7
180040000021	11
111970000616	8
111070000946	1741
111270000131	64
002061000261	47
002061000065	32
110650000549	414
111970000612	1003
002061000259	163
611121000192	50
111380000187	27
110650000428	130
002161000017	35
111771000663	15
110650000332	781
110650100775	231
110650000665	539
002111000001	18
180040000020	7
111970000320	47
111970000613	24
111970000598	67
111070000652	284
111130000239	53
220220000034	16
111771001502	30
002161000018	9
110650000312	57
111970000633	29
111771001531	37
111771000934	29
111970000485	23
002061000549	112
111270000165	638
002061000521	79
002061000297	15
111650000254	216
110640000285	103
110640000172	78
002071000036	20
111860000035	775
110640000244	502
110650000473	416
007011000611	151
007011000568	180
111290000098	190
007011000609	132
007011000491	48
111860000025	165
007011000602	206
007011000610	30
110770000171	1112
120100000001	1165
002081000043	427
002081000059	79
002081000046	31
002081000058	124
180041000007	71
007011000439	54
111970000606	69
111860000024	112
611121000231	33
111970000474	478
611121000121	17
002061000114	33
111290000552	26
111860000036	134
007061000020	16
110650000381	233
001051000027	82
002081000060	45
003021000002	20
111970000775	222
310480100005	160
310480000002	282
310050000152	130
310050000145	500
310050000051	215
002061000559	177
310050000057	50
111970000466	712
111970000520	481
111380000043	11
111380000141	6
111380000010	16
111380000088	70
111380000062	26
111380000091	65
111380000093	7
111380000149	21
111130000543	50
111070000508	138
111970000567	36
111070000582	37
111970000495	92
310050100153	340
110650000510	86
111130000395	35
111380000140	14
111270000246	37
001081000003	11
111650000166	2696
111650000090	71
111650000168	88
111650000089	76
111650000380	23
111650100105	76
111650000205	68
111650000213	377
111650000216	68
111650000230	148
111650000137	124
